Nt,J,lr,loss_mean,loss_std,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr,machine_selec_conf,baseline_items,total_items
5,3,5,0.08279999999999998,0.08459054320667293,0.0,0.0,Machines-Ensemble,0.9688777772602062,0.9816467162630367,0.9709755327259313,50,0.0,0.95,50,1000
5,3,5,0.03430000000000001,0.017187495454544854,3.1131,0.4368037202222526,Hybrid-Ensemble,0.9944259726126987,0.9911841710260074,0.9938802513359184,50,0.0,0.95,50,1000
5,3,5,0.06570000000000001,0.0378392653205635,6.794,0.5159937984123455,Crowd-Ensemble,0.9780451438072391,0.9853130378838925,0.9792094697733826,50,0.0,0.95,50,1000
5,3,5,0.20390000000000003,0.08956277128360868,0.0,0.0,Machines-Ensemble,0.9432419687449739,0.9521232014638731,0.9447007875625223,50,0.1,0.95,50,1000
5,3,5,0.04529999999999999,0.0141,3.3684,0.36328809504303883,Hybrid-Ensemble,0.9866297182418933,0.9896399168295034,0.9871224980902543,50,0.1,0.95,50,1000
5,3,5,0.07680000000000001,0.033582138109417625,6.7555000000000005,0.5303416351749125,Crowd-Ensemble,0.9686863725019679,0.9839682318735405,0.9711040038233769,50,0.1,0.95,50,1000
5,3,5,0.3693000000000001,0.12665231936289204,0.0,0.0,Machines-Ensemble,0.9221903957698201,0.9106909450729859,0.9202040252264855,50,0.2,0.95,50,1000
5,3,5,0.0511,0.01857121428447801,3.7926,0.5196250956218339,Hybrid-Ensemble,0.9833165411220399,0.9885321473261222,0.9841769452616574,50,0.2,0.95,50,1000
5,3,5,0.0712,0.033866797900008204,6.828,0.6927299618177345,Crowd-Ensemble,0.9717501184666888,0.9850703767972544,0.9738493663056099,50,0.2,0.95,50,1000
5,3,5,0.5271,0.11961726464018478,0.0,0.0,Machines-Ensemble,0.9101588480981583,0.8712945825189582,0.9034211484382132,50,0.3,0.95,50,1000
5,3,5,0.0732,0.015683111936092276,3.729,0.4208137355172713,Hybrid-Ensemble,0.9670252276383735,0.9850802458573918,0.9699758794081992,50,0.3,0.95,50,1000
5,3,5,0.08230000000000001,0.029708752918963126,6.9084,0.36494032388871467,Crowd-Ensemble,0.9755312149130297,0.9809247414516473,0.9763486367718857,50,0.3,0.95,50,1000
5,3,5,0.6705,0.18535223224984368,0.0,0.0,Machines-Ensemble,0.9012047806554975,0.8397662019508212,0.8902019075869647,50,0.4,0.95,50,1000
5,3,5,0.09759999999999999,0.04060344812943846,4.0275,0.4167764988576012,Hybrid-Ensemble,0.9450913160367808,0.9821403169869176,0.9510190453745558,50,0.4,0.95,50,1000
5,3,5,0.0526,0.01856448221739567,7.0145,0.3774586732345676,Crowd-Ensemble,0.9810834070616409,0.9885118803587105,0.9823097920500716,50,0.4,0.95,50,1000
5,3,5,0.7769,0.2387582249892137,0.0,0.0,Machines-Ensemble,0.9065707956598063,0.8160590906548852,0.889869330409175,50,0.5,0.95,50,1000
5,3,5,0.0876,0.03109083466232452,4.1131,0.46337942336707194,Hybrid-Ensemble,0.9366237145555235,0.9864931133763584,0.9444665546529718,50,0.5,0.95,50,1000
5,3,5,0.07730000000000001,0.042128493920386,6.6472999999999995,0.5013216632063691,Crowd-Ensemble,0.9691035539061676,0.9836248517968936,0.9714011430712974,50,0.5,0.95,50,1000
5,3,5,0.9835,0.13199564386751556,0.0,0.0,Machines-Ensemble,0.9087903238720265,0.7722577573894147,0.8825998692268561,50,0.6,0.95,50,1000
5,3,5,0.11000000000000001,0.025930676813380706,4.7219999999999995,0.5882788454466129,Hybrid-Ensemble,0.9035893884368799,0.9861224768529727,0.916184345885289,50,0.6,0.95,50,1000
5,3,5,0.0503,0.015053571004914414,6.882299999999999,0.25624950731659957,Crowd-Ensemble,0.9805827268109455,0.9891212868882384,0.9819883359479681,50,0.6,0.95,50,1000
5,3,5,0.9221,0.22925245909259076,0.0,0.0,Machines-Ensemble,0.9230818631596514,0.7893256364098331,0.8974886753822231,50,0.7,0.95,50,1000
5,3,5,0.11640000000000002,0.021425218785347328,4.4849,0.7359325308749437,Hybrid-Ensemble,0.917597190203202,0.9819985683481814,0.9276031254508592,50,0.7,0.95,50,1000
5,3,5,0.0723,0.03377587896709722,6.7804,0.6321376748778702,Crowd-Ensemble,0.9744974844402942,0.9842070508685843,0.9760502057816884,50,0.7,0.95,50,1000
5,3,5,1.1434000000000002,0.12443166799492808,0.0,0.0,Machines-Ensemble,0.9167280901241893,0.7463142781480575,0.8829519761468451,50,0.8,0.95,50,1000
5,3,5,0.14479999999999998,0.030112455894529756,5.0855999999999995,0.38774893939248883,Hybrid-Ensemble,0.8715576041281642,0.9819377160935966,0.8878699931418556,50,0.8,0.95,50,1000
5,3,5,0.057999999999999996,0.01570350279396288,6.7616,0.5359283907389122,Crowd-Ensemble,0.9767812489390352,0.9878104051453421,0.978528906150971,50,0.8,0.95,50,1000
5,3,5,1.0073,0.30216090084589037,0.0,0.0,Machines-Ensemble,0.9273503074563336,0.7736750247177284,0.8968629854384271,50,0.9,0.95,50,1000
5,3,5,0.13620000000000002,0.05688725692103637,5.0742,1.0882239475402111,Hybrid-Ensemble,0.8916054810266955,0.9805222674930739,0.9047243491592674,50,0.9,0.95,50,1000
5,3,5,0.06559999999999999,0.025263412279421003,6.941599999999999,0.2904139115125169,Crowd-Ensemble,0.9600509573187905,0.9887391110345944,0.9645875851245801,50,0.9,0.95,50,1000
