auc_b,auc_m,auc_sm,x_b,x_m,x_sm,y_b,y_m,y_sm
0.946256283451,0.888442404259,0.969855331377,,,,,,
,,,0.0,,,0.0,,
,,,0.00457592848782,,,0.800223268456,,
,,,0.00468234542939,,,0.800368878319,,
,,,0.00478876237097,,,0.800368878319,,
,,,0.00532084707885,,,0.800368878319,,
,,,0.00532084707885,,,0.80041741494,,
,,,0.00532084707885,,,0.80046595156,,
,,,0.00532084707885,,,0.800514488181,,
,,,0.00532084707885,,,0.800660098044,,
,,,0.00532084707885,,,0.800708634665,,
,,,0.00532084707885,,,0.800757171286,,
,,,0.00532084707885,,,0.800805707907,,
,,,0.00532084707885,,,0.800854244527,,
,,,0.00532084707885,,,0.800902781148,,
,,,0.00542726402043,,,0.801242537495,,
,,,0.00564009790359,,,0.801242537495,,
,,,0.00564009790359,,,0.801291074115,,
,,,0.00564009790359,,,0.801339610736,,
,,,0.00564009790359,,,0.801388147357,,
,,,0.00564009790359,,,0.801436683978,,
,,,0.00574651484516,,,0.801436683978,,
,,,0.00574651484516,,,0.801485220599,,
,,,0.00585293178674,,,0.801922050187,,
,,,0.00585293178674,,,0.801970586808,,
,,,0.00595934872832,,,0.801970586808,,
,,,0.00595934872832,,,0.802019123429,,
,,,0.00595934872832,,,0.80206766005,,
,,,0.00595934872832,,,0.802164733291,,
,,,0.00595934872832,,,0.802213269912,,
,,,0.00606576566989,,,0.802213269912,,
,,,0.00606576566989,,,0.802358879775,,
,,,0.00606576566989,,,0.802601562879,,
,,,0.00606576566989,,,0.803232538951,,
,,,0.00606576566989,,,0.803281075572,,
,,,0.00606576566989,,,0.803329612192,,
,,,0.00606576566989,,,0.803378148813,,
,,,0.00606576566989,,,0.803426685434,,
,,,0.00606576566989,,,0.803475222055,,
,,,0.00606576566989,,,0.803523758676,,
,,,0.00606576566989,,,0.803572295297,,
,,,0.00606576566989,,,0.804203271368,,
,,,0.00617218261147,,,0.804348881231,,
,,,0.00617218261147,,,0.804397417852,,
,,,0.00617218261147,,,0.804445954473,,
,,,0.00617218261147,,,0.804494491094,,
,,,0.00617218261147,,,0.804591564335,,
,,,0.00617218261147,,,0.804640100956,,
,,,0.00617218261147,,,0.804688637577,,
,,,0.00617218261147,,,0.804737174198,,
,,,0.00617218261147,,,0.805174003786,,
,,,0.00617218261147,,,0.805222540407,,
,,,0.00617218261147,,,0.805319613648,,
,,,0.00617218261147,,,0.805368150269,,
,,,0.00617218261147,,,0.80541668689,,
,,,0.00617218261147,,,0.805610833374,,
,,,0.00617218261147,,,0.805659369995,,
,,,0.00617218261147,,,0.805707906616,,
,,,0.00617218261147,,,0.806047662962,,
,,,0.00617218261147,,,0.806290346066,,
,,,0.00617218261147,,,0.806678639033,,
,,,0.00617218261147,,,0.806872785517,,
,,,0.00617218261147,,,0.806921322138,,
,,,0.00617218261147,,,0.806969858758,,
,,,0.00627859955305,,,0.806969858758,,
,,,0.00627859955305,,,0.807018395379,,
,,,0.00627859955305,,,0.807066932,,
,,,0.00627859955305,,,0.807115468621,,
,,,0.00627859955305,,,0.807164005242,,
,,,0.00627859955305,,,0.807212541863,,
,,,0.00627859955305,,,0.807261078484,,
,,,0.00627859955305,,,0.807309615105,,
,,,0.00627859955305,,,0.807697908072,,
,,,0.00627859955305,,,0.807746444693,,
,,,0.00627859955305,,,0.807940591176,,
,,,0.00627859955305,,,0.807989127797,,
,,,0.00627859955305,,,0.808037664418,,
,,,0.00627859955305,,,0.808086201039,,
,,,0.00627859955305,,,0.808280347522,,
,,,0.00638501649463,,,0.808620103868,,
,,,0.00638501649463,,,0.808668640489,,
,,,0.00638501649463,,,0.808911323594,,
,,,0.00638501649463,,,0.808959860215,,
,,,0.00638501649463,,,0.809008396835,,
,,,0.00638501649463,,,0.809105470077,,
,,,0.00638501649463,,,0.809154006698,,
,,,0.00638501649463,,,0.80925107994,,
,,,0.00638501649463,,,0.809445226423,,
,,,0.00638501649463,,,0.809493763044,,
,,,0.00638501649463,,,0.809590836286,,
,,,0.00638501649463,,,0.809639372907,,
,,,0.00638501649463,,,0.809687909528,,
,,,0.0064914334362,,,0.810173275737,,
,,,0.0064914334362,,,0.810221812357,,
,,,0.0064914334362,,,0.810658641945,,
,,,0.0064914334362,,,0.810707178566,,
,,,0.00659785037778,,,0.81090132505,,
,,,0.00659785037778,,,0.810949861671,,
,,,0.00659785037778,,,0.811046934912,,
,,,0.00659785037778,,,0.811144008154,,
,,,0.00659785037778,,,0.811192544775,,
,,,0.00681068426093,,,0.811192544775,,
,,,0.00681068426093,,,0.811338154638,,
,,,0.00691710120251,,,0.8114837645,,
,,,0.00691710120251,,,0.811532301121,,
,,,0.00691710120251,,,0.811726447605,,
,,,0.00691710120251,,,0.811774984226,,
,,,0.00691710120251,,,0.811872057467,,
,,,0.00702351814409,,,0.81201766733,,
,,,0.00702351814409,,,0.812066203951,,
,,,0.00702351814409,,,0.812211813814,,
,,,0.00702351814409,,,0.812260350434,,
,,,0.00702351814409,,,0.812308887055,,
,,,0.00702351814409,,,0.812405960297,,
,,,0.00702351814409,,,0.812503033539,,
,,,0.00702351814409,,,0.81255157016,,
,,,0.00702351814409,,,0.812600106781,,
,,,0.00712993508567,,,0.812648643401,,
,,,0.00723635202724,,,0.812745716643,,
,,,0.00723635202724,,,0.812891326506,,
,,,0.00723635202724,,,0.813182546231,,
,,,0.00723635202724,,,0.813425229336,,
,,,0.00723635202724,,,0.813570839198,,
,,,0.00723635202724,,,0.813813522303,,
,,,0.00723635202724,,,0.814153278649,,
,,,0.00723635202724,,,0.814298888511,,
,,,0.00723635202724,,,0.814687181478,,
,,,0.00723635202724,,,0.814735718099,,
,,,0.00723635202724,,,0.81478425472,,
,,,0.00723635202724,,,0.814832791341,,
,,,0.00723635202724,,,0.814881327962,,
,,,0.00723635202724,,,0.814929864583,,
,,,0.00723635202724,,,0.814978401204,,
,,,0.00734276896882,,,0.815269620929,,
,,,0.0074491859104,,,0.815366694171,,
,,,0.0074491859104,,,0.815512304033,,
,,,0.0074491859104,,,0.815560840654,,
,,,0.00755560285197,,,0.815803523759,,
,,,0.00755560285197,,,0.81585206038,,
,,,0.00755560285197,,,0.815900597,,
,,,0.00755560285197,,,0.815949133621,,
,,,0.00755560285197,,,0.816046206863,,
,,,0.00755560285197,,,0.816094743484,,
,,,0.00755560285197,,,0.816143280105,,
,,,0.00755560285197,,,0.816337426588,,
,,,0.00766201979355,,,0.81643449983,,
,,,0.00766201979355,,,0.816531573072,,
,,,0.00766201979355,,,0.816677182935,,
,,,0.00766201979355,,,0.816725719555,,
,,,0.00766201979355,,,0.816774256176,,
,,,0.00766201979355,,,0.816822792797,,
,,,0.00766201979355,,,0.816871329418,,
,,,0.00776843673513,,,0.816919866039,,
,,,0.00776843673513,,,0.817065475902,,
,,,0.00787485367671,,,0.817259622385,,
,,,0.00787485367671,,,0.817405232248,,
,,,0.00787485367671,,,0.817453768869,,
,,,0.00787485367671,,,0.817502305489,,
,,,0.00787485367671,,,0.81755084211,,
,,,0.00787485367671,,,0.817599378731,,
,,,0.00787485367671,,,0.817744988594,,
,,,0.00787485367671,,,0.817793525215,,
,,,0.00787485367671,,,0.817842061836,,
,,,0.00787485367671,,,0.817890598457,,
,,,0.00787485367671,,,0.817939135077,,
,,,0.00787485367671,,,0.81808474494,,
,,,0.00787485367671,,,0.818133281561,,
,,,0.00798127061828,,,0.818181818182,,
,,,0.00798127061828,,,0.818278891424,,
,,,0.00798127061828,,,0.818327428044,,
,,,0.00798127061828,,,0.818375964665,,
,,,0.00798127061828,,,0.818521574528,,
,,,0.00798127061828,,,0.818570111149,,
,,,0.00798127061828,,,0.81861864777,,
,,,0.00798127061828,,,0.818715721012,,
