Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,Nm,corr
5,3,5,1.5215,0.047436800060712374,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6957000000000001,0.9320232355289143,50,0.0
5,3,5,0.1762,0.05057627902485512,0.10931981818937771,0.9860587122434511,6.1837,0.4212308274568706,Hybrid-Ensemble,0.9860587122434511,0.9538766556791536,0.9805087340788916,50,0.0
5,3,5,0.0879,0.026628743868233815,0.03986232992154579,0.9606854741787327,6.235600000000001,0.624618475551276,Crowd-Ensemble,0.9606854741787327,0.9823578437850543,0.9640386432855866,50,0.0
5,3,5,1.5415,0.06789882178653764,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6917,0.9307882959083715,50,0.1
5,3,5,0.19890000000000002,0.07406139345164929,0.12239938114512901,0.9871404762354388,6.1405,0.6751816422267419,Hybrid-Ensemble,0.9871404762354388,0.9474279499038019,0.9802388126808562,50,0.1
5,3,5,0.0756,0.03212226642066216,0.033482796202225405,0.9660997190617258,6.447800000000001,0.6470594717643812,Crowd-Ensemble,0.9660997190617258,0.9847082247305746,0.9690106364308582,50,0.1
5,3,5,1.5710000000000002,0.07203471385380801,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6858000000000001,0.9289879323041188,50,0.2
5,3,5,0.17819999999999997,0.09716460260815149,0.10602135346862349,0.9872829808249948,6.3693,0.43450593781903585,Hybrid-Ensemble,0.9872829808249948,0.9526233885827764,0.9812291316191258,50,0.2
5,3,5,0.09709999999999999,0.052139140767757185,0.03819452008319722,0.9455675211006745,6.2543,0.6283725089467234,Crowd-Ensemble,0.9455675211006745,0.9818109773398238,0.9510286034507658,50,0.2
5,3,5,1.5255,0.05159699603659109,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6949,0.9317774684737115,50,0.3
5,3,5,0.14940000000000003,0.04669518176428913,0.09314256844141687,0.9900787389509602,6.1274,0.5054378695744908,Hybrid-Ensemble,0.9900787389509602,0.960330899547645,0.9849625522560057,50,0.3
5,3,5,0.0713,0.032357533898614704,0.034922279991377814,0.9728695745302283,6.5239,0.5166440650970453,Crowd-Ensemble,0.9728695745302283,0.9848739682295928,0.9747292700781319,50,0.3
5,3,5,1.5085,0.08375708925219402,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6982999999999999,0.9327355027343325,50,0.4
5,3,5,0.1839,0.08497464327668579,0.11509827689178528,0.9872945527010168,6.3045,0.2756915849277958,Hybrid-Ensemble,0.9872945527010168,0.9519842082749947,0.981146118839826,50,0.4
5,3,5,0.09740000000000001,0.03488610038396381,0.03742767838020011,0.9417221259245896,6.263799999999999,0.6702888631030653,Crowd-Ensemble,0.9417221259245896,0.983310721171093,0.948032372673828,50,0.4
5,3,5,1.5365,0.06855836929215867,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6927000000000001,0.9310902642163145,50,0.5
5,3,5,0.1819,0.06553846198988805,0.112782992888296,0.9864460655996542,6.373800000000001,0.3878599747331504,Hybrid-Ensemble,0.9864460655996542,0.952229399093363,0.9805393485971651,50,0.5
5,3,5,0.1051,0.0548077549257402,0.05045712425820864,0.95996886720469,6.0566,0.8294597277746522,Crowd-Ensemble,0.95996886720469,0.9771363838752081,0.9626457802494087,50,0.5
5,3,5,1.5314999999999999,0.07311121664970434,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6937,0.9313809431065657,50,0.6
5,3,5,0.1847,0.10560970599334135,0.11352237024066555,0.9873997116998978,6.3694999999999995,0.5009359739527599,Hybrid-Ensemble,0.9873997116998978,0.9515689562575907,0.9811317879972166,50,0.6
5,3,5,0.0948,0.029535741060620097,0.04932971003247815,0.9711494679535122,6.2863999999999995,0.3417417738585669,Crowd-Ensemble,0.9711494679535122,0.9786295681016037,0.9722018323669754,50,0.6
5,3,5,1.551,0.05923681287847955,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6898000000000001,0.9302284184535852,50,0.7
5,3,5,0.1911,0.057097197829665866,0.11619943721993539,0.9853679855818325,6.3553,0.3859261716960902,Hybrid-Ensemble,0.9853679855818325,0.9495684193843248,0.9791705773359748,50,0.7
5,3,5,0.0849,0.03239891973507759,0.03346658324529282,0.9523806519647234,6.186400000000001,0.2924548512163886,Crowd-Ensemble,0.9523806519647234,0.9845266554358559,0.9574195881419312,50,0.7
5,3,5,1.5430000000000001,0.07636098480245,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6914,0.9306806247483914,50,0.8
5,3,5,0.21340000000000003,0.09820407323527879,0.13002664946911685,0.9849351488409696,5.9771,0.49514794758738523,Hybrid-Ensemble,0.9849351488409696,0.9441009384943031,0.9777708334009972,50,0.8
5,3,5,0.057699999999999994,0.03946656813050762,0.02995770750651371,0.9830491519252279,6.522,0.6146555132755257,Crowd-Ensemble,0.9830491519252279,0.9868148836964078,0.9836426109564265,50,0.8
5,3,5,1.549,0.085375640553966,1.0,1.0,0.0,0.0,Machines-Ensemble,1.0,0.6902,0.9302991905253256,50,0.9
5,3,5,0.18209999999999998,0.08408263792246293,0.11154049947498804,0.9883077689874404,6.2503,0.5011658507919309,Hybrid-Ensemble,0.9883077689874404,0.9518171199831673,0.9819357423938957,50,0.9
5,3,5,0.10640000000000001,0.04166581332459503,0.03736990888143018,0.9287102859473022,6.131500000000001,0.43146987148583155,Crowd-Ensemble,0.9287102859473022,0.9827354063179085,0.9366920208684247,50,0.9
