Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision
8,10,5,0.0097,0.00669402718847,0.00621430847127,0.999713467049,48.0,0.0,dong,0.999713467049,0.997268321631
8,10,5,0.0356,0.014150618361,0.0234325102153,0.999856733524,48.0,0.0,dawid,0.999856733524,0.989913034093
8,10,5,0.0682,0.0110254251619,0.0,0.902240867621,48.0,0.0,mv,0.902240867621,1.0
9,2,5,0.1302,0.0204244950978,0.0506375094316,0.926502658718,9.8,0.0,dong,0.926502658718,0.975354295275
9,2,5,0.3265,0.0429051278987,0.184219370319,0.947292408341,9.8,0.0,dawid,0.947292408341,0.917769972507
9,2,5,0.1302,0.0204244950978,0.0506375094316,0.926502658718,9.8,0.0,mv,0.926502658718,0.975354295275
9,3,5,0.1642,0.0264491965852,0.101865382671,0.986025102686,14.7,0.0,dong,0.986025102686,0.956937083769
9,3,5,0.1719,0.0309207050372,0.106487766217,0.985012870212,14.7,0.0,dawid,0.985012870212,0.955042486433
9,3,5,0.109,0.0183139291251,0.0230579759899,0.892978885771,14.7,0.0,mv,0.892978885771,0.989076735898
9,5,5,0.0586,0.0142,0.0361235587482,0.995539199371,24.5,0.0,dong,0.995539199371,0.984146975113
9,5,5,0.0964,0.0263863601128,0.0611020314103,0.996542858421,24.5,0.0,dawid,0.996542858421,0.973482844267
9,5,5,0.0992,0.00882949602186,0.0048575860693,0.867824146929,24.5,0.0,mv,0.867824146929,0.997528827457
9,10,5,0.0058,0.00617737808459,0.00351640129145,0.99956417544,49.0,0.0,dong,0.99956417544,0.998403472003
9,10,5,0.0311,0.0107186752913,0.0202019832142,0.999853587116,49.0,0.0,dawid,0.999853587116,0.991133039605
9,10,5,0.0693,0.00984936546179,0.0,0.900099032423,49.0,0.0,mv,0.900099032423,1.0
10,2,5,0.1278,0.0244613981612,0.0531829965187,0.935299886966,10.0,0.0,dong,0.935299886966,0.974662423997
10,2,5,0.3384,0.0450426464587,0.196316795817,0.95488484676,10.0,0.0,dawid,0.95488484676,0.914262985639
10,2,5,0.1278,0.0244613981612,0.0531829965187,0.935299886966,10.0,0.0,mv,0.935299886966,0.974662423997
10,3,5,0.1579,0.0269646064314,0.0953455888406,0.985656123074,15.0,0.0,dong,0.985656123074,0.958279370254
10,3,5,0.1654,0.0222405035914,0.0999632854015,0.984943545563,15.0,0.0,dawid,0.984943545563,0.956376013767
10,3,5,0.1,0.0145396010949,0.0180694329457,0.895718320547,15.0,0.0,mv,0.895718320547,0.991019991965
10,5,5,0.0711,0.0176377436199,0.042832765016,0.995495408174,25.0,0.0,dong,0.995495408174,0.980396811341
10,5,5,0.1015,0.0294592939494,0.062522016408,0.996367152687,25.0,0.0,dawid,0.996367152687,0.971799997148
10,5,5,0.0963,0.0129077496102,0.00342800475069,0.867218782895,25.0,0.0,mv,0.867218782895,0.998135447783
10,10,5,0.009,0.00679705818719,0.00548693897546,0.999277145211,50.0,0.0,dong,0.999277145211,0.997542684457
10,10,5,0.034,0.0159373774505,0.0221242148582,1.0,50.0,0.0,dawid,1.0,0.99028308021
10,10,5,0.0682,0.00738647412505,0.00031746031746,0.902414916651,50.0,0.0,mv,0.902414916651,0.999838449111
