auc_b,auc_m,auc_sm,x_b,x_m,x_sm,y_b,y_m,y_sm
0.909324936699,0.844218519708,0.967145470534,,,,,,
,,,0.0,,,0.0,,
,,,0.0145573058121,,,0.840971387353,,
,,,0.0146659424226,,,0.841356095215,,
,,,0.0146659424226,,,0.841692714595,,
,,,0.0148832156437,,,0.84178889156,,
,,,0.0148832156437,,,0.841981245492,,
,,,0.0148832156437,,,0.84212551094,,
,,,0.0148832156437,,,0.842221687906,,
,,,0.0148832156437,,,0.842269776389,,
,,,0.0148832156437,,,0.842365953354,,
,,,0.0148832156437,,,0.842414041837,,
,,,0.0148832156437,,,0.84246213032,,
,,,0.0148832156437,,,0.842510218803,,
,,,0.0149918522542,,,0.842510218803,,
,,,0.0149918522542,,,0.842606395768,,
,,,0.0149918522542,,,0.842654484251,,
,,,0.0149918522542,,,0.842702572734,,
,,,0.0149918522542,,,0.842750661217,,
,,,0.0149918522542,,,0.842798749699,,
,,,0.0149918522542,,,0.842846838182,,
,,,0.0149918522542,,,0.842894926665,,
,,,0.0151004888647,,,0.842894926665,,
,,,0.0151004888647,,,0.842991103631,,
,,,0.0151004888647,,,0.843039192113,,
,,,0.0151004888647,,,0.843087280596,,
,,,0.0151004888647,,,0.843135369079,,
,,,0.0151004888647,,,0.843183457562,,
,,,0.0151004888647,,,0.843231546045,,
,,,0.0151004888647,,,0.843279634528,,
,,,0.0151004888647,,,0.84332772301,,
,,,0.0152091254753,,,0.84332772301,,
,,,0.0152091254753,,,0.843375811493,,
,,,0.0152091254753,,,0.843423899976,,
,,,0.0152091254753,,,0.843471988459,,
,,,0.0152091254753,,,0.843520076942,,
,,,0.0152091254753,,,0.843568165424,,
,,,0.0152091254753,,,0.84366434239,,
,,,0.0152091254753,,,0.843712430873,,
,,,0.0152091254753,,,0.843760519356,,
,,,0.0152091254753,,,0.843808607838,,
,,,0.0152091254753,,,0.843856696321,,
,,,0.0152091254753,,,0.843904784804,,
,,,0.0152091254753,,,0.843952873287,,
,,,0.0152091254753,,,0.84400096177,,
,,,0.0152091254753,,,0.844049050252,,
,,,0.0152091254753,,,0.844097138735,,
,,,0.0152091254753,,,0.844145227218,,
,,,0.0152091254753,,,0.844193315701,,
,,,0.0152091254753,,,0.844241404184,,
,,,0.0154263986964,,,0.844241404184,,
,,,0.0161868549701,,,0.844962731426,,
,,,0.0161868549701,,,0.845010819909,,
,,,0.0161868549701,,,0.845058908391,,
,,,0.0161868549701,,,0.845106996874,,
,,,0.0161868549701,,,0.845155085357,,
,,,0.0161868549701,,,0.84520317384,,
,,,0.0161868549701,,,0.845251262323,,
,,,0.0161868549701,,,0.845299350805,,
,,,0.0161868549701,,,0.845395527771,,
,,,0.0161868549701,,,0.845443616254,,
,,,0.0161868549701,,,0.845491704737,,
,,,0.0161868549701,,,0.84553979322,,
,,,0.0161868549701,,,0.845587881702,,
,,,0.0162954915807,,,0.845587881702,,
,,,0.0168386746334,,,0.846116855013,,
,,,0.0174904942966,,,0.847126713152,,
