Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr
5,3,5,0.12883333333333333,0.10054819187279744,0.0629006248428934,0.9540687895433838,0.0,0.0,Machines-Ensemble,0.9540687895433838,0.9712843337754717,0.9568673746789214,50,0.0
5,3,5,0.04213333333333333,0.026309356172704457,0.02364819272644521,0.9913655494446808,2.9833333333333334,0.5383991910180483,Hybrid-Ensemble,0.9913655494446808,0.989619753279024,0.9910669182100215,50,0.0
5,3,5,0.0731,0.03744004095439356,0.03400451600368847,0.9703842277779262,6.358533333333331,0.5133452206415829,Crowd-Ensemble,0.9703842277779262,0.9846648165723586,0.9725973824013796,50,0.0
5,3,5,0.19958333333333336,0.1380259989599383,0.10431108496933353,0.943263097569447,0.0,0.0,Machines-Ensemble,0.943263097569447,0.9533479996651821,0.9448904019831766,50,0.1
5,3,5,0.047450000000000006,0.024100777995741136,0.02580194636645905,0.9886244953230653,3.0704666666666665,0.5199289203556791,Hybrid-Ensemble,0.9886244953230653,0.9885971169479111,0.9886096939211834,50,0.1
5,3,5,0.07335000000000001,0.03816098574897317,0.03413149886848498,0.9699602428604432,6.467266666666666,0.5317809971114885,Crowd-Ensemble,0.9699602428604432,0.9847081447168187,0.9722559627611674,50,0.1
5,3,5,0.2946111111111111,0.18928383710093769,0.1606803167008931,0.9310178021569699,0.0,0.0,Machines-Ensemble,0.9310178021569699,0.9297024624227865,0.9307107312694782,50,0.2
5,3,5,0.05517777777777778,0.025344110767933522,0.028237640270768857,0.9828029469698232,3.2089888888888884,0.5112286397481712,Hybrid-Ensemble,0.9828029469698232,0.9874621756908059,0.9835574755044283,50,0.2
5,3,5,0.07856666666666667,0.0385786498237331,0.03360695467523222,0.9611105926902725,6.344855555555556,0.5749105352837491,Crowd-Ensemble,0.9611105926902725,0.984820452666755,0.9647622905895807,50,0.2
5,3,5,0.3959,0.24843078848376798,0.22177189755513246,0.9218986342631875,0.0,0.0,Machines-Ensemble,0.9218986342631875,0.9052736457779839,0.9188643316759695,50,0.3
5,3,5,0.06356666666666667,0.02899417566033258,0.030042122621509605,0.974768449346412,3.3702166666666664,0.5637002037628,Hybrid-Ensemble,0.974768449346412,0.9865204873996987,0.9766601660508926,50,0.3
5,3,5,0.0802,0.039684925769532864,0.03346151747234036,0.9586027615326403,6.317608333333334,0.605172692926481,Crowd-Ensemble,0.9586027615326403,0.9847825265855118,0.962641644720213,50,0.3
5,3,5,0.5044666666666667,0.3140044939522717,0.28954899048764504,0.9153727572002356,0.0,0.0,Machines-Ensemble,0.9153727572002356,0.8805114049432742,0.9089283673583214,50,0.4
5,3,5,0.07097333333333333,0.031862610620530696,0.030786204434625878,0.9656660450633634,3.5745399999999994,0.6827122442142077,Hybrid-Ensemble,0.9656660450633634,0.986068642441817,0.9689129155386528,50,0.4
5,3,5,0.08218666666666666,0.0392481654206778,0.03549567198035388,0.9602061980928653,6.293300000000001,0.6092245207365399,Crowd-Ensemble,0.9602061980928653,0.9839280127935638,0.9638634589722178,50,0.4
5,3,5,0.5933666666666664,0.35052425657070363,0.3473410339176858,0.9124051494888642,0.0,0.0,Machines-Ensemble,0.9124051494888642,0.8610869611697564,0.902777350931654,50,0.5
5,3,5,0.07911111111111112,0.03568097670699937,0.03117753080881675,0.954771301840161,3.750677777777778,0.7585177918923748,Hybrid-Ensemble,0.954771301840161,0.985775298507314,0.9596190191870277,50,0.5
5,3,5,0.08223333333333332,0.04074079309760945,0.035168983820738776,0.9592431846536532,6.2897888888888875,0.6092015994442497,Crowd-Ensemble,0.9592431846536532,0.9841159202622928,0.9630336599208417,50,0.5
5,3,5,0.6777809523809524,0.38572721624416645,0.40147302783461064,0.9106532973616038,0.0,0.0,Machines-Ensemble,0.9106532973616038,0.8433300960927411,0.8977983455899786,50,0.6
5,3,5,0.0888904761904762,0.042239480569969866,0.03196915250537728,0.9424601728733518,3.9484761904761907,0.8825997485269148,Hybrid-Ensemble,0.9424601728733518,0.985195307774228,0.9490049800488539,50,0.6
5,3,5,0.08172380952380952,0.04006744201090272,0.034706183120197985,0.9590218818491516,6.302295238095238,0.6106971804157937,Crowd-Ensemble,0.9590218818491516,0.9843148499680204,0.9628828989409745,50,0.6
5,3,5,0.7498666666666665,0.4097419194512023,0.4469222101082583,0.9100205914988578,0.0,0.0,Machines-Ensemble,0.9100205914988578,0.8284661797277152,0.894217673245961,50,0.7
5,3,5,0.09653333333333333,0.0475596000356979,0.031297998430016266,0.9299152159576357,4.1344625,0.999275065698671,Hybrid-Ensemble,0.9299152159576357,0.9852836600564621,0.9382149683953208,50,0.7
5,3,5,0.0801375,0.039496226744884545,0.03396279972687125,0.9597245308004363,6.3324125,0.6193082436695666,Crowd-Ensemble,0.9597245308004363,0.9846278738679715,0.9635252563854043,50,0.7
5,3,5,0.8120037037037038,0.42565583818253355,0.487618889039145,0.9111737424846104,0.0,0.0,Machines-Ensemble,0.9111737424846104,0.8161524453527443,0.8925057188943053,50,0.8
5,3,5,0.10731851851851852,0.05629356279913386,0.033335787796797835,0.9189244826697619,4.326022222222222,1.1345343797194654,Hybrid-Ensemble,0.9189244826697619,0.9840396348923173,0.9285581112872984,50,0.8
5,3,5,0.08125555555555555,0.03947992301142005,0.034183249914925815,0.9586278360147168,6.3092999999999995,0.6223882815116003,Crowd-Ensemble,0.9586278360147168,0.9845121883294256,0.9625759593981231,50,0.8
