Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr
5,3,5,0.13003333333333333,0.11612564555495722,0.06277743007869507,0.9516140003446926,0.0,0.0,Machines-Ensemble,0.9516140003446926,0.971359965725209,0.9548078283789654,50,0.0
5,3,5,0.04576666666666667,0.020067691003755817,0.02630180448508536,0.9921613711089294,3.3759333333333337,0.47873269739548346,Hybrid-Ensemble,0.9921613711089294,0.9884104140055658,0.9915309741926456,50,0.0
5,3,5,0.07203333333333335,0.027550539417990027,0.03644398811434099,0.9767551508028642,6.822400000000001,0.4834758594456053,Crowd-Ensemble,0.9767551508028642,0.9837921991345226,0.9778429680682571,50,0.0
5,3,5,0.22794999999999996,0.16784620192307,0.12016928588071812,0.9371087575331745,0.0,0.0,Machines-Ensemble,0.9371087575331745,0.9466988945073906,0.9386406000828631,50,0.1
5,3,5,0.052983333333333334,0.022063160597601505,0.028399769575542622,0.9862155262313753,3.5015833333333335,0.4755385470413752,Hybrid-Ensemble,0.9862155262313753,0.9874771215527355,0.9864133373857124,50,0.1
5,3,5,0.07089999999999999,0.030543248026364187,0.035538857217214025,0.9764240521864325,6.754649999999999,0.4816461642118621,Crowd-Ensemble,0.9764240521864325,0.9842023878248404,0.9776231186522522,50,0.1
5,3,5,0.31381111111111115,0.2136041975474184,0.17152073103648519,0.9278414208223711,0.0,0.0,Machines-Ensemble,0.9278414208223711,0.9254325266517869,0.9272959543799157,50,0.2
5,3,5,0.06107777777777778,0.027457129322223106,0.03200147197234101,0.9824109683024267,3.6161777777777773,0.5004235001537926,Hybrid-Ensemble,0.9824109683024267,0.9858717807740357,0.982969290495099,50,0.2
5,3,5,0.07094444444444445,0.03180194302628243,0.03521683581656035,0.9756370449692782,6.739866666666666,0.4680285176496549,Crowd-Ensemble,0.9756370449692782,0.9843464623582358,0.9769807930367478,50,0.2
5,3,5,0.4101,0.25876593026646044,0.22891675050617263,0.9207574653843825,0.0,0.0,Machines-Ensemble,0.9207574653843825,0.9018482632145375,0.9172680816732774,50,0.3
5,3,5,0.067775,0.029419795631513146,0.03356463809553278,0.9764683692596657,3.7536333333333336,0.5347450160798343,Hybrid-Ensemble,0.9764683692596657,0.9849791513378195,0.9778463523366567,50,0.3
5,3,5,0.06644166666666668,0.03093185947458632,0.03301259100236685,0.977505683048058,6.7928,0.47806275041393187,Crowd-Ensemble,0.977505683048058,0.9852472829340194,0.9787075353496405,50,0.3
5,3,5,0.5052333333333333,0.3029611507914652,0.2879189249974983,0.9154494955269371,0.0,0.0,Machines-Ensemble,0.9154494955269371,0.8798345901108058,0.9088596606967743,50,0.4
5,3,5,0.07414,0.03231037604237995,0.03386333320850278,0.9680594692839232,3.8891799999999996,0.5709110621921187,Hybrid-Ensemble,0.9680594692839232,0.98468225767731,0.970718362100256,50,0.4
5,3,5,0.06780666666666667,0.032688774151924935,0.03385444064151113,0.97751323285851,6.782986666666667,0.4790970672235661,Crowd-Ensemble,0.97751323285851,0.9848258995005263,0.9786520376669534,50,0.4
5,3,5,0.601261111111111,0.3523581095654579,0.3494625124991247,0.9118298566685704,0.0,0.0,Machines-Ensemble,0.9118298566685704,0.8589969543997046,0.9018817082258048,50,0.5
5,3,5,0.08284444444444444,0.03803942723926529,0.03425151905573965,0.9563822532576671,4.061366666666667,0.6691613482561587,Hybrid-Ensemble,0.9563822532576671,0.9843215913356393,0.9607559054024143,50,0.5
5,3,5,0.06927777777777777,0.03347719880017103,0.035183144164949484,0.9782243123602671,6.782450000000001,0.47474171076959776,Crowd-Ensemble,0.9782243123602671,0.9842975525022647,0.97916322457093,50,0.5
5,3,5,0.6873809523809525,0.38970095692423495,0.40364087713516555,0.9108757431081808,0.0,0.0,Machines-Ensemble,0.9108757431081808,0.8408920042882815,0.8974337666748098,50,0.6
5,3,5,0.09269047619047621,0.04539513719249699,0.035489654112934685,0.9449602995115023,4.226380952380953,0.757111879270446,Hybrid-Ensemble,0.9449602995115023,0.9834724414053166,0.9508917031541329,50,0.6
5,3,5,0.06964285714285715,0.03419149255685259,0.03524498711344176,0.9779580382975092,6.769461904761905,0.4756377582995082,Crowd-Ensemble,0.9779580382975092,0.9842287426415328,0.9789287961664495,50,0.6
5,3,5,0.7579416666666667,0.4108453743164479,0.4505721066738589,0.9107383523977371,0.0,0.0,Machines-Ensemble,0.9107383523977371,0.8266333650564672,0.8943725961853197,50,0.7
5,3,5,0.10274166666666668,0.053478265964366827,0.03746393073311109,0.9347014301241306,4.3954,0.8661986146375438,Hybrid-Ensemble,0.9347014301241306,0.9823825370949653,0.9419462744532038,50,0.7
5,3,5,0.07006666666666668,0.03396523549487361,0.03554382157294848,0.977895914243531,6.762041666666666,0.48261328369329226,Crowd-Ensemble,0.977895914243531,0.9841365692622742,0.9788595923468596,50,0.7
5,3,5,0.8193407407407408,0.4251390563440166,0.489318488365258,0.9109970220144855,0.0,0.0,Machines-Ensemble,0.9109970220144855,0.814214992908716,0.8919594557938817,50,0.8
5,3,5,0.11114444444444445,0.05764037186847256,0.03854442213446148,0.9250199677011212,4.565348148148149,0.9678399647211235,Hybrid-Ensemble,0.9250199677011212,0.9816024016570181,0.9335061283090476,50,0.8
5,3,5,0.07011481481481484,0.03422569106196996,0.03545401655898962,0.97771808821721,6.7650851851851845,0.4887603708883236,Crowd-Ensemble,0.97771808821721,0.9841485715543294,0.9787046776028142,50,0.8
5,3,5,0.8699433333333334,0.43244820127835987,0.5251524613934722,0.9131124484438635,0.0,0.0,Machines-Ensemble,0.9131124484438635,0.8046679334234885,0.8915413373095976,50,0.9
5,3,5,0.11845333333333334,0.060815084386103495,0.040282210992749465,0.9182970773021244,4.732776666666667,1.0655258139164072,Hybrid-Ensemble,0.9182970773021244,0.9807483162578865,0.9275649210957371,50,0.9
5,3,5,0.06965666666666666,0.03343220187517152,0.0350896859757605,0.97740405442672,6.767756666666667,0.48995139635364743,Crowd-Ensemble,0.97740405442672,0.9843578441113788,0.9784776441467083,50,0.9
