Nt,J,lr,loss_mean,loss_std,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr,machine_selec_conf,baseline_items,total_items
5,3,1,0.07020000000000001,0.048373133038909104,0.0,0.0,Machines-Ensemble,0.9822217481495004,0.9239736728391146,0.9516521592191051,50,0.0,0.95,20,1000
5,3,1,0.014500000000000002,0.005987486951969082,3.1288,0.5139770033766102,Hybrid-Ensemble,0.9905910907100071,0.9884160071301611,0.9894918150580485,50,0.0,0.95,20,1000
5,3,1,0.026600000000000002,0.01950487118644981,6.740399999999999,0.3423863899164216,Crowd-Ensemble,0.9719351414209758,0.9897146944030709,0.9804945681540419,50,0.0,0.95,20,1000
5,3,1,0.1022,0.060562034311935055,0.0,0.0,Machines-Ensemble,0.9728907762368222,0.8942569756600787,0.9309305954171118,50,0.1,0.95,20,1000
5,3,1,0.0186,0.007059745037889117,3.2891,0.5639371330210488,Hybrid-Ensemble,0.9859792284644069,0.987281436120969,0.9866058922187356,50,0.1,0.95,20,1000
5,3,1,0.0488,0.02654354912215019,6.2528,0.7179184911952051,Crowd-Ensemble,0.945354612498452,0.9835337653377803,0.9636891715332212,50,0.1,0.95,20,1000
5,3,1,0.10389999999999999,0.043727451332086574,0.0,0.0,Machines-Ensemble,0.9691862142973706,0.8924336328652034,0.9286750773301321,50,0.2,0.95,20,1000
5,3,1,0.018899999999999997,0.0050487622245457345,3.0762,0.562951472153684,Hybrid-Ensemble,0.9845095092323127,0.9881230202433489,0.9862794474221814,50,0.2,0.95,20,1000
5,3,1,0.041,0.02219459393636207,5.9590000000000005,0.7377597169810776,Crowd-Ensemble,0.9668069624914055,0.9746479814520553,0.9702023009378943,50,0.2,0.95,20,1000
5,3,1,0.14850000000000002,0.036786546453832815,0.0,0.0,Machines-Ensemble,0.9534274823391785,0.8488682873680876,0.8979158037449408,50,0.3,0.95,20,1000
5,3,1,0.025600000000000005,0.007088018058667741,3.5125,0.5866432050232918,Hybrid-Ensemble,0.9763129730847412,0.9861608053461483,0.9812015622229053,50,0.3,0.95,20,1000
5,3,1,0.0502,0.05224327707944823,6.180400000000001,0.7459234813303571,Crowd-Ensemble,0.94137882720269,0.9838430262833253,0.9603354120885712,50,0.3,0.95,20,1000
5,3,1,0.20329999999999998,0.0465919520947556,0.0,0.0,Machines-Ensemble,0.937474997177911,0.8057452902471132,0.8662374258954598,50,0.4,0.95,20,1000
5,3,1,0.0522,0.016779749700159417,3.882600000000001,0.5860891058533677,Hybrid-Ensemble,0.9451932627488796,0.9796928667703464,0.961841167144091,50,0.4,0.95,20,1000
5,3,1,0.0405,0.02417126393054364,6.3978,0.6196718163673414,Crowd-Ensemble,0.955030134660755,0.9863676876701388,0.9701040979055439,50,0.4,0.95,20,1000
5,3,1,0.21169999999999994,0.03461228105745127,0.0,0.0,Machines-Ensemble,0.932379474040429,0.7985937755415347,0.8598681087156779,50,0.5,0.95,20,1000
5,3,1,0.0522,0.01766238941932829,3.7917,0.458401799734687,Hybrid-Ensemble,0.9381894696586455,0.9861749341834581,0.9614539811092534,50,0.5,0.95,20,1000
5,3,1,0.0212,0.00735934779718964,6.347099999999999,0.7414989480774737,Crowd-Ensemble,0.9835368028035733,0.9860615951124494,0.9847474817717906,50,0.5,0.95,20,1000
5,3,1,0.24139999999999998,0.05607708979610122,0.0,0.0,Machines-Ensemble,0.9276706313078928,0.7711982784324475,0.8418803188856895,50,0.6,0.95,20,1000
5,3,1,0.07680000000000001,0.0380152600938097,4.2832,0.4695237587172772,Hybrid-Ensemble,0.9071212097354595,0.980217663595262,0.9414525504946187,50,0.6,0.95,20,1000
5,3,1,0.0385,0.01996121238802894,6.1646,0.40852936246982274,Crowd-Ensemble,0.9629195522924956,0.9814323997924305,0.9717030684865957,50,0.6,0.95,20,1000
5,3,1,0.26239999999999997,0.037997894678521334,0.0,0.0,Machines-Ensemble,0.9292655015208611,0.7516020787344478,0.8306109376152697,50,0.7,0.95,20,1000
5,3,1,0.10090000000000002,0.025512545933324644,4.7848,0.9211897524397458,Hybrid-Ensemble,0.868181856479356,0.9835950086889387,0.9219774971800507,50,0.7,0.95,20,1000
5,3,1,0.0415,0.02574587345575986,6.1725,0.720196813378121,Crowd-Ensemble,0.9521732202326229,0.9869434494315383,0.969028949819115,50,0.7,0.95,20,1000
5,3,1,0.2313,0.05130701706394554,0.0,0.0,Machines-Ensemble,0.9279168512873529,0.7824779094975864,0.8484145985643059,50,0.8,0.95,20,1000
5,3,1,0.099,0.05818762755088061,4.4879999999999995,1.0120140315232788,Hybrid-Ensemble,0.8737651484021841,0.9803732376307494,0.9227894575262132,50,0.8,0.95,20,1000
5,3,1,0.032400000000000005,0.019100785324169266,6.367700000000001,0.6917091946764912,Crowd-Ensemble,0.9669192800064611,0.9860459428715798,0.9762533001147912,50,0.8,0.95,20,1000
5,3,1,0.252,0.04608904425131856,0.0,0.0,Machines-Ensemble,0.9314406322719606,0.7627512024357264,0.8376937433964399,50,0.9,0.95,20,1000
5,3,1,0.08510000000000002,0.057503825959669845,5.0404,0.8619829696693548,Hybrid-Ensemble,0.8928516020782549,0.9832252423197829,0.9338447618889096,50,0.9,0.95,20,1000
5,3,1,0.03250000000000001,0.018714967272212904,6.4631,0.40417160959176746,Crowd-Ensemble,0.966758574556786,0.9860073996767786,0.9760244593598513,50,0.9,0.95,20,1000
5,3,5,0.09209999999999999,0.050393352736248856,0.0,0.0,Machines-Ensemble,0.9642709266652721,0.9800738340059313,0.9668492527323742,50,0.0,0.95,20,1000
