Nt,J,lr,loss_mean,loss_std,syn_votes_prop,price_mean,recall,precision,f_beta,f_beta_std,alg
1,3,5,0.388,0.0110754984839,0.09,9.45,0.896470588235,0.926994127055,0.901395271839,0.0111220040706,Baseline
1,3,5,0.457666666667,0.00615539510421,0.09,5.61435,0.873333333333,0.913823522032,0.879823863014,0.00622719431538,M-runs
1,3,5,0.44,0.0209761769634,0.312194698102,9.0699,0.894117647059,0.915607885228,0.897550585343,0.0211207369349,SM-runs
1,5,5,0.317333333333,0.0150406855636,0.270666666667,15.75,0.920784313725,0.939932142903,0.9238799211,0.0150473868406,Baseline
1,5,5,0.278333333333,0.0205074512204,0.270666666667,9.2575,0.911764705882,0.950129960843,0.917899271937,0.0152984417812,M-runs
1,5,5,0.473666666667,0.116632852243,0.319022484967,11.46845,0.681960784314,0.932436421628,0.711290124108,0.121193120993,SM-runs
1,10,5,0.200666666667,0.0165193489245,0.538333333333,31.5,0.940392156863,0.963812006921,0.944164926969,0.0164422935494,Baseline
1,10,5,0.194333333333,0.0255190560606,0.538333333333,18.4205,0.930196078431,0.967030989288,0.9360458098,0.0200423621149,M-runs
1,10,5,0.429,0.0186815416923,0.399951111514,14.4333,0.663921568627,0.951705937887,0.699093251438,0.0171735607226,SM-runs
2,3,5,0.476666666667,0.010434983895,0.18,9.9,0.909803921569,0.906236038388,0.90918839794,0.0104018081277,Baseline
2,3,5,0.447666666667,0.0166699996667,0.18,5.8476,0.889019607843,0.914474672124,0.893141277112,0.0109401350175,M-runs
2,3,5,0.395666666667,0.018199511593,0.337879419484,7.52253333333,0.89137254902,0.925855430846,0.896896593874,0.0150385790877,SM-runs
2,5,5,0.226333333333,0.0160173517023,0.393333333333,16.5,0.910196078431,0.962656162286,0.918489902608,0.0161199405678,Baseline
2,5,5,0.21,0.0212916258969,0.393333333333,9.6415,0.929411764706,0.963389893218,0.934821887718,0.0212775522007,M-runs
2,5,5,0.221333333333,0.0176509363932,0.313261060225,10.5387333333,0.906274509804,0.964570169144,0.915445236834,0.0140773079537,SM-runs
2,10,5,0.081,0.024406283344,0.669333333333,33.0,0.904705882353,1.0,0.91918646667,0.0247121863335,Baseline
2,10,5,0.131,0.0200582485111,0.669333333333,19.1913333333,0.904705882353,0.987154423969,0.917397650737,0.0203018634533,M-runs
2,10,5,0.186333333333,0.110588828047,0.450887654345,17.3697333333,0.827843137255,0.988600932273,0.848166509348,0.121727130509,SM-runs
3,3,5,0.247333333333,0.0131487219489,0.405555555556,10.35,0.885490196078,0.961658749415,0.897302598577,0.0133186336041,Baseline
3,3,5,0.262666666667,0.0259401019445,0.405555555556,6.1019,0.859607843137,0.962262559987,0.875041774743,0.0248376108572,M-runs
3,3,5,0.209333333333,0.0292042614851,0.422751519958,7.67778333333,0.863529411765,0.975251566299,0.88012134296,0.032039261222,SM-runs
3,5,5,0.102666666667,0.0332599191554,0.613333333333,17.25,0.889019607843,0.997810276955,0.905331606546,0.0269444511399,Baseline
3,5,5,0.139,0.0401953562824,0.613333333333,10.0816666667,0.881568627451,0.989993453283,0.89782840123,0.0238335277156,M-runs
3,5,5,0.292,0.166140502788,0.496102689216,11.1277833333,0.685882352941,0.989986954401,0.717257111913,0.177579985805,SM-runs
3,10,5,0.0606666666667,0.0204830553276,0.805333333333,34.5,0.92862745098,1.0,0.939723334418,0.0205478017897,Baseline
3,10,5,0.074,0.0225979350089,0.805333333333,20.0866666667,0.912941176471,1.0,0.926280283423,0.0228032035486,M-runs
3,10,5,0.204,0.127582652948,0.563515723605,17.0614,0.76,1.0,0.787925610289,0.143573420186,SM-runs
4,3,5,0.195666666667,0.0164688257694,0.535555555556,10.8,0.887450980392,0.974159703533,0.900761290736,0.0166996250751,Baseline
4,3,5,0.225333333333,0.0328362942827,0.535555555556,6.3708,0.860392156863,0.971675700659,0.877043773136,0.0214375699204,M-runs
4,3,5,0.191333333333,0.0423267711449,0.473390226061,7.7924,0.88862745098,0.975015708523,0.901560236154,0.0443182209472,SM-runs
4,5,5,0.086,0.0283548937575,0.714,18.0,0.914509803922,0.996644647758,0.927129351361,0.0229245170091,Baseline
4,5,5,0.132666666667,0.0353961705399,0.714,10.516,0.883137254902,0.991245804975,0.899319175669,0.0286639346499,M-runs
4,5,5,0.185,0.105475115549,0.534980747526,11.5608,0.821568627451,0.990319409408,0.84333260447,0.109586351124,SM-runs
4,10,5,0.041,0.0164012194669,0.856666666667,36.0,0.951764705882,1.0,0.959425151134,0.0163501438962,Baseline
4,10,5,0.0523333333333,0.0178294388271,0.856666666667,20.928,0.938431372549,1.0,0.948097740614,0.0178716391935,M-runs
4,10,5,0.123333333333,0.017575235102,0.593652401685,16.852,0.854901960784,1.0,0.876024472392,0.0181058206256,SM-runs
5,3,5,0.0696666666667,0.0268927912687,0.637777777778,11.25,0.918039215686,1.0,0.930608307283,0.0271458504903,Baseline
5,3,5,0.0886666666667,0.0297470820231,0.637777777778,6.6625,0.89568627451,1.0,0.911354157839,0.03027354481,M-runs
5,3,5,0.0756666666667,0.0297414787049,0.474012005891,7.65916666667,0.946274509804,0.992624866816,0.95364257506,0.016086491779,SM-runs
5,5,5,0.0426666666667,0.0220504472114,0.782666666667,18.75,0.949803921569,1.0,0.957720986742,0.0220284533583,Baseline
5,5,5,0.0613333333333,0.0272926526539,0.782666666667,10.9645833333,0.927843137255,1.0,0.938988379666,0.0275010091193,M-runs
5,5,5,0.177333333333,0.113164580246,0.54642120415,10.7066666667,0.79137254902,1.0,0.817159746689,0.118383306615,SM-runs
5,10,5,0.019,0.0110604400154,0.891333333333,37.5,0.977647058824,1.0,0.981279124207,0.0109191118935,Baseline
5,10,5,0.03,0.0109544511501,0.891333333333,21.8041666667,0.964705882353,1.0,0.970390728688,0.0108637012761,M-runs
5,10,5,0.071,0.0741327637868,0.615137790318,17.34625,0.916470588235,1.0,0.928278757435,0.0767039479034,SM-runs
