Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta
5,10,5,0.0599,0.0309966127182,0.0281079972514,0.975392736895,8.50235,0.268316655279,SM-runs,0.975392736895,0.987550372175,0.977323960219
6,3,5,0.1803,0.0270741574199,0.107429728614,0.98245622366,13.8,0.0,Baseline,0.98245622366,0.952506859431,0.977320549353
6,3,5,0.17475,0.0303148066133,0.0968671565753,0.966119006343,10.80975,0.122364976607,M-runs,0.966119006343,0.956371940238,0.964455778997
6,3,5,0.0872,0.040227602464,0.0415954140895,0.966576669981,6.2536,0.783204851875,SM-runs,0.966576669981,0.981133266788,0.968856203229
6,5,5,0.08035,0.0117485105439,0.0485810831844,0.992965023565,23.0,0.0,Baseline,0.992965023565,0.978409701658,0.990505190362
6,5,5,0.07385,0.0171792753049,0.0423080738871,0.988248295197,18.168,0.186349134691,M-runs,0.988248295197,0.981075061479,0.987038261004
6,5,5,0.06795,0.0337586655542,0.0309843143865,0.9709536609,7.27675,0.65706741473,SM-runs,0.9709536609,0.985948335918,0.973290680214
6,10,5,0.01255,0.00622474899092,0.00790390555826,0.999213352036,46.0,0.0,Baseline,0.999213352036,0.996559072915,0.998769399436
6,10,5,0.0112,0.00703278038901,0.00698793548907,0.999354689469,36.454,0.389209455178,M-runs,0.999354689469,0.996903792045,0.998944566732
6,10,5,0.07,0.0360027776706,0.0322563696468,0.968956902633,8.5199,0.459797662021,SM-runs,0.968956902633,0.985955767849,0.971608155418
7,3,5,0.17155,0.0314999603174,0.104388929317,0.984030120676,14.1,0.0,Baseline,0.984030120676,0.954978735768,0.979053161225
7,3,5,0.16185,0.0239984895358,0.0921733621055,0.970598668395,11.0616,0.138496714762,M-runs,0.970598668395,0.95956316067,0.968729826459
7,3,5,0.0867,0.0389693469281,0.0472064692634,0.978559702563,6.2137,0.706356432688,SM-runs,0.978559702563,0.979466634758,0.978609779588
7,5,5,0.07105,0.0228898995192,0.0430213543898,0.994841139503,23.5,0.0,Baseline,0.994841139503,0.980621641873,0.992436441025
7,5,5,0.06105,0.0161940575521,0.0346997971787,0.990120285199,18.69325,0.103504528886,M-runs,0.990120285199,0.984309243867,0.989142385602
7,5,5,0.0641,0.0260766178789,0.0322253405198,0.979077710836,7.1194,0.514615526388,SM-runs,0.979077710836,0.985608964891,0.980091952959
7,10,5,0.01085,0.00651363953562,0.00669802850363,0.999120510685,47.0,0.0,Baseline,0.999120510685,0.997051221269,0.998774293758
7,10,5,0.0096,0.00660605782597,0.00575948462382,0.999127545572,37.4705,0.417222662376,M-runs,0.999127545572,0.997386818955,0.998836307907
7,10,5,0.0566,0.0302479751388,0.031765925758,0.987895453619,8.57415,0.297729285593,SM-runs,0.987895453619,0.986230162992,0.987602934622
8,3,5,0.16505,0.0322404637063,0.0984526780149,0.984607507933,14.4,0.0,Baseline,0.984607507933,0.956306723338,0.979756176202
8,3,5,0.1581,0.0274169655505,0.089070617817,0.973649534795,11.36805,0.124459421098,M-runs,0.973649534795,0.95977505197,0.97129157573
8,3,5,0.08445,0.040928565819,0.0403558133659,0.968531487042,6.12535,0.619495784893,SM-runs,0.968531487042,0.981425217844,0.970509637712
8,5,5,0.06625,0.0168845343436,0.0406334922277,0.994243673251,24.0,0.0,Baseline,0.994243673251,0.982272941626,0.992224511502
8,5,5,0.05645,0.0144480967605,0.0319428938201,0.988893840269,19.01275,0.195060727723,M-runs,0.988893840269,0.986006533629,0.988408055196
8,5,5,0.05995,0.0247335298734,0.0277394359704,0.974801940997,7.02655,0.540953091774,SM-runs,0.974801940997,0.987630095169,0.976822404528
8,10,5,0.00725,0.00643331174435,0.00436715007341,0.999276287537,48.0,0.0,Baseline,0.999276287537,0.998050755749,0.999071053967
8,10,5,0.0076,0.00412795348811,0.00456921768945,0.999127154109,38.1315,0.370057765761,M-runs,0.999127154109,0.997984281025,0.998935862857
8,10,5,0.06965,0.0330352463287,0.0330758024212,0.972267339851,8.2946,0.46676582994,SM-runs,0.972267339851,0.985400115843,0.974195087488
9,3,5,0.15875,0.0228339111849,0.0954011403331,0.985841546791,14.7,0.0,Baseline,0.985841546791,0.957881489253,0.981056076778
9,3,5,0.1475,0.0289387283757,0.0813626041487,0.970542785863,11.59305,0.100279347325,M-runs,0.970542785863,0.963252300761,0.969303343606
9,3,5,0.06725,0.0334243548928,0.0363168966789,0.984721114179,6.3182,0.500452755013,SM-runs,0.984721114179,0.983477501938,0.98449043324
9,5,5,0.0618,0.0211981131236,0.0372054265185,0.994831390899,24.5,0.0,Baseline,0.994831390899,0.983247830494,0.992875642799
9,5,5,0.0588,0.0150485879736,0.0327412648856,0.989340534806,19.5805,0.231807571058,M-runs,0.989340534806,0.985028232344,0.988616410904
9,5,5,0.07665,0.0387740570485,0.0328615790767,0.963012681863,6.6606,0.500868286079,SM-runs,0.963012681863,0.984602353444,0.966278379876
9,10,5,0.0081,0.00748932573734,0.00504460943373,0.99949588656,49.0,0.0,Baseline,0.99949588656,0.997769109208,0.999206901695
9,10,5,0.00675,0.00589809291212,0.00421737942731,0.999638594182,38.996,0.382039264998,M-runs,0.999638594182,0.998124941257,0.999385640872
9,10,5,0.06345,0.0309636480409,0.0344027864516,0.983899049627,8.28035,0.430385440623,SM-runs,0.983899049627,0.985045973699,0.984030639629
10,3,5,0.14675,0.0247767532175,0.0897673458884,0.98771508091,15.0,0.0,Baseline,0.98771508091,0.961133684972,0.983172900791
10,3,5,0.13865,0.0217629846299,0.0796776991352,0.976661691777,11.7717,0.126623102158,M-runs,0.976661691777,0.965031038947,0.974697560021
10,3,5,0.0708,0.0389712714701,0.0315423931685,0.967608065776,6.04565,0.702356624159,SM-runs,0.967608065776,0.9856265265,0.970387555729
10,5,5,0.05785,0.0168560819884,0.0349650635927,0.994437377833,25.0,0.0,Baseline,0.994437377833,0.984533058373,0.992767355105
10,5,5,0.05015,0.013380115844,0.0286100273811,0.991423918786,19.8645,0.15552250641,M-runs,0.991423918786,0.98723816236,0.99071893368
10,5,5,0.0784,0.0255448624972,0.0365797593312,0.967240497017,6.4673,0.64186432367,SM-runs,0.967240497017,0.983743249438,0.969690615074
10,10,5,0.00905,0.00584358622765,0.00560590893702,0.999567872368,50.0,0.0,Baseline,0.999567872368,0.997460868948,0.999215567633
10,10,5,0.00745,0.00420089276226,0.00448498137395,0.999345278367,39.863,0.468616047527,M-runs,0.999345278367,0.997965997299,0.999114884033
10,10,5,0.0664,0.0290523665129,0.0282750479837,0.968153620094,8.07815,0.426495635968,SM-runs,0.968153620094,0.987122532212,0.970988735152
