Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,Nm,corr
5,3,5,0.1979,0.20301450687081454,0.10145172135963973,0.9475038186332221,0.0,0.0,Machines-Ensemble,0.9475038186332221,0.9532115340430044,0.9483545957032782,20,0.0
5,3,5,0.0464,0.020214846029589246,0.024964984968455707,0.9884100222164072,3.2290000000000005,0.6044875515674413,Hybrid-Ensemble,0.9884100222164072,0.988846613599704,0.9884722388386973,20,0.0
5,3,5,0.0811,0.0312488399784696,0.043185980131864456,0.9791057083072572,6.341,0.7621629746976692,Crowd-Ensemble,0.9791057083072572,0.980841088933941,0.9793155430405758,20,0.0
5,3,5,0.4574,0.1346411526985713,0.2510313540052208,0.8935012924994243,0.0,0.0,Machines-Ensemble,0.8935012924994243,0.8902570827526682,0.8929138381369583,20,0.1
5,3,5,0.08259999999999999,0.024767720928660353,0.04191527431445814,0.9739700581883431,3.5564,0.3634603692288886,Hybrid-Ensemble,0.9739700581883431,0.9812873074318749,0.9751400450632038,20,0.1
5,3,5,0.06659999999999999,0.04608947819188236,0.031053762436348924,0.9731398263352204,6.4114,0.7643121351908525,Crowd-Ensemble,0.9731398263352204,0.9858613511626247,0.9752020190457861,20,0.1
5,3,5,0.5685,0.22974692598596397,0.3311978482801314,0.9026202186640638,0.0,0.0,Machines-Ensemble,0.9026202186640638,0.865226107273716,0.8958763372815138,20,0.2
5,3,5,0.07949999999999999,0.030299339926803684,0.034698298846328614,0.9613930583275712,3.5016,0.3597599755392476,Hybrid-Ensemble,0.9613930583275712,0.9845652237113516,0.9651437186412124,20,0.2
5,3,5,0.0693,0.039255700223024936,0.03337196418665363,0.9728250131036775,6.2435,0.4182024031494797,Crowd-Ensemble,0.9728250131036775,0.9854308338550888,0.9748264220754512,20,0.2
5,3,5,0.8217000000000001,0.1367845385999456,0.4698019811401156,0.8750349141982676,0.0,0.0,Machines-Ensemble,0.8750349141982676,0.803971422916397,0.8621860533372366,20,0.3
5,3,5,0.1002,0.023446961423604553,0.03455962053744129,0.9334312347771629,3.9892000000000003,0.27552524385253707,Hybrid-Ensemble,0.9334312347771629,0.9834573543634104,0.9412589286215395,20,0.3
5,3,5,0.1065,0.0407289823098982,0.0482923315881178,0.9557954028150784,6.1848,0.3431424776969474,Crowd-Ensemble,0.9557954028150784,0.9775316956295634,0.9590775966787731,20,0.3
5,3,5,1.0025,0.16529382928591133,0.6181821631846748,0.8923362887146962,0.0,0.0,Machines-Ensemble,0.8923362887146962,0.7726834188649978,0.8694432604118922,20,0.4
5,3,5,0.1109,0.023930942313247928,0.040356526696522385,0.9280089121550628,4.414000000000001,0.6349418871046388,Hybrid-Ensemble,0.9280089121550628,0.9817168460956192,0.9364831883731004,20,0.4
5,3,5,0.07440000000000001,0.04608296865437381,0.03140775911773347,0.9603588295932844,6.3417,0.48129659254975005,Crowd-Ensemble,0.9603588295932844,0.9863381494206358,0.9644520895831917,20,0.4
5,3,5,1.0983999999999998,0.10122667632595674,0.6633111539539958,0.901943974784791,0.0,0.0,Machines-Ensemble,0.901943974784791,0.7512191330954414,0.8726206114081879,20,0.5
5,3,5,0.1119,0.025692216720244285,0.0392449878160545,0.9259952415272835,4.8088999999999995,0.6732033051018097,Hybrid-Ensemble,0.9259952415272835,0.9813032780977998,0.934699194110931,20,0.5
5,3,5,0.0919,0.04664857982832918,0.03465354159089974,0.9449908513065663,6.043100000000001,0.7736622583530878,Crowd-Ensemble,0.9449908513065663,0.9837024517631182,0.9507093856498905,20,0.5
5,3,5,1.1231,0.056526896253022804,0.6868166218783958,0.8883031294099559,0.0,0.0,Machines-Ensemble,0.8883031294099559,0.747096213491832,0.861112756955395,20,0.6
5,3,5,0.16229999999999997,0.026799440292662832,0.03984407034734572,0.8535129862112081,4.7479,0.39323871884645323,Hybrid-Ensemble,0.8535129862112081,0.9801055637829454,0.8720787945845137,20,0.6
5,3,5,0.0647,0.028621844804274935,0.02849148740982238,0.9684428470243887,6.496799999999999,0.44634220055916757,Crowd-Ensemble,0.9684428470243887,0.9874665244075063,0.9714047785225199,20,0.6
5,3,5,1.2530000000000001,0.06928491899396289,0.7647239096000632,0.8978528926877957,0.0,0.0,Machines-Ensemble,0.8978528926877957,0.7238583512100538,0.8631524981570358,20,0.7
5,3,5,0.15899999999999997,0.03412037514447929,0.04155463997821173,0.8622580775189508,5.5099,0.6682009353480435,Hybrid-Ensemble,0.8622580775189508,0.9793174231848851,0.8794582189232447,20,0.7
5,3,5,0.0989,0.024455878638887624,0.05180141605915979,0.972392294423732,6.065,0.3480775775599458,Crowd-Ensemble,0.972392294423732,0.9769521494601795,0.9730304642132837,20,0.7
5,3,5,1.3291,0.10391385855601741,0.8251337226926369,0.9290991777033735,0.0,0.0,Machines-Ensemble,0.9290991777033735,0.7147537071184729,0.8844531386549512,20,0.8
5,3,5,0.1699,0.07056691859504706,0.06064211271008106,0.8889668438219903,5.4457,0.7125820724660424,Hybrid-Ensemble,0.8889668438219903,0.9722862337957352,0.9005598345873793,20,0.8
5,3,5,0.10979999999999998,0.04964030620372924,0.04728118415105176,0.9444396923109135,6.0921,0.5334572991346168,Crowd-Ensemble,0.9444396923109135,0.9790943623944244,0.9494339442392358,20,0.8
5,3,5,1.3963999999999999,0.12871845244563812,0.8810931975258749,0.9522050301084303,0.0,0.0,Machines-Ensemble,0.9522050301084303,0.7075250677652719,0.8997520890531255,20,0.9
5,3,5,0.17450000000000002,0.05312861752389197,0.0712586656915358,0.9060900857523277,5.9805,0.6830839260295911,Hybrid-Ensemble,0.9060900857523277,0.9679041749200525,0.9138240418316592,20,0.9
5,3,5,0.08020000000000001,0.03434472302989209,0.03272417703066026,0.9570183953300033,6.146399999999999,0.5971552896860246,Crowd-Ensemble,0.9570183953300033,0.9851875091460339,0.9614043944392924,20,0.9
