Nt,J,lr,loss_mean,loss_std,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr,machine_selec_conf,baseline_items,total_items
5,3,5,0.1705,0.1357278527053309,0.0,0.0,Machines-Ensemble,0.9431530700199598,0.9613701135719793,0.9461121005973896,50,0.0,0.95,20,1000
5,3,5,0.046200000000000005,0.026772373820787728,2.9222,0.5628859209466869,Hybrid-Ensemble,0.9925194830255254,0.9882220917626281,0.991796684840836,50,0.0,0.95,20,1000
5,3,5,0.089,0.04487315455815426,6.2004,0.6265284031869587,Crowd-Ensemble,0.9596950628043377,0.9823562956414866,0.9631828939990633,50,0.0,0.95,20,1000
5,3,5,0.1723,0.08178269988206553,0.0,0.0,Machines-Ensemble,0.9527475799760141,0.9593693043273849,0.9538251422501738,50,0.1,0.95,20,1000
5,3,5,0.053500000000000006,0.03636825538845656,2.8815,0.3906935499851513,Hybrid-Ensemble,0.9891859466536861,0.9867643063019139,0.9887660587138732,50,0.1,0.95,20,1000
5,3,5,0.08259999999999999,0.032050585018061684,6.455,0.47877802790019514,Crowd-Ensemble,0.9640414973357373,0.9830832155209734,0.9669211943077723,50,0.1,0.95,20,1000
5,3,5,0.3525,0.11652317366086457,0.0,0.0,Machines-Ensemble,0.9266703712061665,0.9127652631391847,0.9242803779531673,50,0.2,0.95,20,1000
5,3,5,0.0517,0.023945980873624702,3.2962,0.48513169346065194,Hybrid-Ensemble,0.9770265957533495,0.9893785845840094,0.9790509033130382,50,0.2,0.95,20,1000
5,3,5,0.08800000000000001,0.047263093423939154,6.2154,0.43774906053582824,Crowd-Ensemble,0.9504263760761056,0.9839064095095054,0.9553206070431859,50,0.2,0.95,20,1000
5,3,5,0.4911,0.11135838540496176,0.0,0.0,Machines-Ensemble,0.9197547882758015,0.8809101864688171,0.9129949414456424,50,0.3,0.95,20,1000
5,3,5,0.0658,0.02745833206879107,3.3900999999999994,0.489236231283007,Hybrid-Ensemble,0.9709705323168316,0.9867887053670499,0.9735607071237474,50,0.3,0.95,20,1000
5,3,5,0.07780000000000001,0.0373598715201217,6.1151,0.5540033303148998,Crowd-Ensemble,0.957591958656006,0.9859442264926808,0.9619624792608373,50,0.3,0.95,20,1000
5,3,5,0.6104999999999999,0.21814043641654335,0.0,0.0,Machines-Ensemble,0.9162554402290104,0.8546019986462348,0.9051847877821227,50,0.4,0.95,20,1000
5,3,5,0.0738,0.0330538953831466,3.5179,0.568101830660666,Hybrid-Ensemble,0.9516113795757581,0.9880866324719323,0.9574560527617771,50,0.4,0.95,20,1000
5,3,5,0.0813,0.03319051069206378,6.3805000000000005,0.5318648794571794,Crowd-Ensemble,0.9518231977291741,0.9861002648446728,0.9569622068676502,50,0.4,0.95,20,1000
5,3,5,0.7937000000000001,0.20803319446665236,0.0,0.0,Machines-Ensemble,0.92331430934278,0.8122967075121796,0.9025072669128777,50,0.5,0.95,20,1000
5,3,5,0.08349999999999999,0.015461241864740363,4.0859000000000005,1.0908815196894666,Hybrid-Ensemble,0.9489498632688755,0.9854089649310034,0.9547182297012068,50,0.5,0.95,20,1000
5,3,5,0.07500000000000001,0.04819128551927205,6.4428,0.76571571748267,Crowd-Ensemble,0.9688054015047876,0.9842493471302504,0.9712333785657068,50,0.5,0.95,20,1000
5,3,5,0.992,0.15800949338568238,0.0,0.0,Machines-Ensemble,0.9142995670162856,0.7723472060316715,0.8869419650771396,50,0.6,0.95,20,1000
5,3,5,0.1166,0.023083327316485377,4.283499999999999,0.4689461056454143,Hybrid-Ensemble,0.8929846088291125,0.9863641249719567,0.9070953488857297,50,0.6,0.95,20,1000
5,3,5,0.0972,0.05558381059265369,6.2741999999999996,0.5547606330661901,Crowd-Ensemble,0.9430194759076409,0.9828026481578727,0.9491241413009475,50,0.6,0.95,20,1000
5,3,5,0.9205999999999998,0.25121353466722285,0.0,0.0,Machines-Ensemble,0.9257930978625071,0.7895467725334386,0.8995125291738084,50,0.7,0.95,20,1000
5,3,5,0.0885,0.021850629281556174,4.6688,1.197651852584882,Hybrid-Ensemble,0.9200721885869896,0.9899011659793178,0.9308951896055383,50,0.7,0.95,20,1000
5,3,5,0.05900000000000001,0.029627689751312032,6.454000000000001,0.4051078868647215,Crowd-Ensemble,0.9777470358495683,0.9875620821499146,0.9792693329963266,50,0.7,0.95,20,1000
5,3,5,0.9379,0.36517158980402625,0.0,0.0,Machines-Ensemble,0.9283220079140634,0.7863683111117621,0.9003848976236665,50,0.8,0.95,20,1000
5,3,5,0.14250000000000002,0.07222084186715079,4.5318000000000005,1.1042586472380462,Hybrid-Ensemble,0.8856123522791608,0.9786817899829601,0.8991810106147617,50,0.8,0.95,20,1000
5,3,5,0.0789,0.04141847413896365,6.499499999999999,0.4831809702378602,Crowd-Ensemble,0.955174284208028,0.9857739005754477,0.9595461178848069,50,0.8,0.95,20,1000
5,3,5,0.9928000000000001,0.3528378664485999,0.0,0.0,Machines-Ensemble,0.9419063231662133,0.7795666533221975,0.9092633532092835,50,0.9,0.95,20,1000
5,3,5,0.12230000000000003,0.054613276774059256,4.8211,1.3924039966906157,Hybrid-Ensemble,0.900805382326935,0.9841398352501713,0.912797661591393,50,0.9,0.95,20,1000
5,3,5,0.07600000000000001,0.03862382684302528,6.496300000000001,0.3937237737297559,Crowd-Ensemble,0.9747243759851081,0.9831559584489348,0.9760486602351508,50,0.9,0.95,20,1000
