Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,fr_p
3,10,5,0.0263,0.0104216121594,0.0158004093376,0.997382701631,37.494,0.288451035706,M-runs,0.997382701631,0.992926369174,0.4
3,10,5,0.0565,0.0167227390101,0.0337994678248,0.994195161588,22.1203,0.206595280682,SM-runs,0.994195161588,0.984909586149,0.4
3,1,5,0.6554,0.0390287073832,0.414422259296,0.950921507086,4.3,0.0,Baseline,0.950921507086,0.8428918774,0.5
3,1,5,0.7364,0.0521655058444,0.46889000529,0.950917129568,3.5512,0.0401790990442,M-runs,0.950917129568,0.825970742029,0.5
3,1,5,0.7223,0.0689145122598,0.446715342802,0.925406903678,3.4796,0.169373079325,SM-runs,0.925406903678,0.828986699404,0.5
3,2,5,0.3395,0.0464505112997,0.168189961303,0.883766252668,8.6,0.0,Baseline,0.883766252668,0.921966970019,0.5
3,2,5,0.2962,0.0307043970792,0.136071233903,0.873357656128,7.6908,0.06691606683,M-runs,0.873357656128,0.93553807208,0.5
3,2,5,0.1802,0.0251308575262,0.110859541387,0.985306524885,8.8792,0.221012578828,SM-runs,0.985306524885,0.952586349635,0.5
3,3,5,0.3107,0.0461108447114,0.183325741289,0.957221728419,12.9,0.0,Baseline,0.957221728419,0.922030591392,0.5
3,3,5,0.2631,0.036825127291,0.151187994897,0.953700599642,11.3793,0.0994756754187,M-runs,0.953700599642,0.934837199156,0.5
3,3,5,0.181,0.0317111967608,0.110978031665,0.983413302442,10.5193,0.335005388016,SM-runs,0.983413302442,0.952733664378,0.5
3,4,5,0.1881,0.0139316187143,0.114045962504,0.97755094712,17.2,0.0,Baseline,0.97755094712,0.95178381189,0.5
3,4,5,0.1571,0.04206530637,0.0890596149626,0.968989588237,15.2692,0.105543166524,M-runs,0.968989588237,0.961384623144,0.5
3,4,5,0.1329,0.0309724070747,0.0822238337275,0.988660713421,12.688,0.233853372864,SM-runs,0.988660713421,0.964970337944,0.5
3,5,5,0.1369,0.0274388410834,0.0807211203292,0.984192951796,21.5,0.0,Baseline,0.984192951796,0.964112635164,0.5
3,5,5,0.1163,0.0256400078003,0.0664074429367,0.98144707656,19.15,0.145086181285,M-runs,0.98144707656,0.97027610811,0.5
