Nt,J,lr,loss_mean,loss_std,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr,machine_selec_conf,baseline_items,total_items
5,3,5,0.1004,0.02785261208576316,0.0,0.0,Machines-Ensemble,0.9592045015817232,0.9785920112662796,0.9623790693429269,50,0.0,0.95,20,5000
5,3,5,0.02592,0.009649953367762976,2.3694999999999995,0.18794248588331475,Hybrid-Ensemble,0.9948883377728744,0.9935054016136821,0.9946568006918923,50,0.0,0.95,20,5000
5,3,5,0.07272,0.026754917305048805,5.981159999999999,0.5469277817043124,Crowd-Ensemble,0.9616300072018819,0.9864220161124507,0.9652915601076225,50,0.0,0.95,20,5000
5,3,5,0.2189,0.0939958828885606,0.0,0.0,Machines-Ensemble,0.9381557829505105,0.9485841016058181,0.9398681693059977,50,0.1,0.95,20,5000
5,3,5,0.05674,0.02231538482751306,2.94138,0.47795233611731625,Hybrid-Ensemble,0.9904299831505051,0.9856049819671459,0.9896163043620236,50,0.1,0.95,20,5000
5,3,5,0.06301999999999999,0.030336308279024324,6.361459999999999,0.3889648318293055,Crowd-Ensemble,0.967201269881975,0.9881935663508278,0.9704489403261064,50,0.1,0.95,20,5000
5,3,5,0.3129,0.1616983178638541,0.0,0.0,Machines-Ensemble,0.9359561570127152,0.9237933361463371,0.9338875034174341,50,0.2,0.95,20,5000
5,3,5,0.05352,0.01899267227116816,2.80712,0.42277346368947993,Hybrid-Ensemble,0.9833606485388874,0.9878240669418009,0.9840941524659224,50,0.2,0.95,20,5000
5,3,5,0.08078,0.02806213819365873,5.9965399999999995,0.5782943959610883,Crowd-Ensemble,0.9682837614947009,0.9828698110421641,0.9705127826787537,50,0.2,0.95,20,5000
5,3,5,0.43922,0.1398791893027694,0.0,0.0,Machines-Ensemble,0.9300100177155887,0.8920632799010096,0.9234420009399245,50,0.3,0.95,20,5000
5,3,5,0.058719999999999994,0.020014234934166233,2.77412,0.39061272073500114,Hybrid-Ensemble,0.9688883931816598,0.9890036977179493,0.9721757493219563,50,0.3,0.95,20,5000
5,3,5,0.06012000000000001,0.03747395895818855,6.1724,0.4275199925149699,Crowd-Ensemble,0.9812500050740127,0.986380462782358,0.9820126072006964,50,0.3,0.95,20,5000
5,3,5,0.6353399999999999,0.21207917483807787,0.0,0.0,Machines-Ensemble,0.919428145087798,0.8472747773263695,0.906430468926267,50,0.4,0.95,20,5000
5,3,5,0.08288,0.022301067239035893,3.3962600000000003,0.6501982716064385,Hybrid-Ensemble,0.9589463506574146,0.9839196554853332,0.9629666989931751,50,0.4,0.95,20,5000
5,3,5,0.08058,0.02748446106439055,6.1768,0.6926664074430057,Crowd-Ensemble,0.9606274520775425,0.9844016742467488,0.9642775485125817,50,0.4,0.95,20,5000
5,3,5,0.68262,0.3028618226188306,0.0,0.0,Machines-Ensemble,0.924395923532227,0.8386432839312647,0.908559964126703,50,0.5,0.95,20,5000
5,3,5,0.08532,0.028629383507159212,3.5811,0.8211230955222243,Hybrid-Ensemble,0.9401367341600315,0.9868336293650654,0.947240293302013,50,0.5,0.95,20,5000
5,3,5,0.06204,0.026408756123679888,6.0544400000000005,0.3117815619949327,Crowd-Ensemble,0.9741839863748678,0.987092501400886,0.976168753193339,50,0.5,0.95,20,5000
5,3,5,0.9060599999999999,0.3209436966198277,0.0,0.0,Machines-Ensemble,0.9224109511462857,0.792789035070309,0.8973886251616449,50,0.6,0.95,20,5000
5,3,5,0.11526,0.05795005090593105,3.9518999999999997,0.9372247980073937,Hybrid-Ensemble,0.90115297291108,0.9847794463661639,0.9136746055519691,50,0.6,0.95,20,5000
5,3,5,0.08248,0.033560119189299666,5.94726,0.6975153678593756,Crowd-Ensemble,0.9631158372979881,0.9832713982083583,0.9662252121599734,50,0.6,0.95,20,5000
5,3,5,0.9851799999999997,0.2151005244066132,0.0,0.0,Machines-Ensemble,0.9182625442110168,0.7749092988485244,0.8905505666383071,50,0.7,0.95,20,5000
5,3,5,0.12288000000000002,0.03923408722017119,4.28556,0.8235875657147816,Hybrid-Ensemble,0.8826571072455858,0.9864192045911286,0.8979462435170108,50,0.7,0.95,20,5000
5,3,5,0.06864,0.028601230742749516,6.22006,0.41602505741842055,Crowd-Ensemble,0.9667952385228341,0.9866198964432676,0.9698506895830266,50,0.7,0.95,20,5000
5,3,5,0.9513400000000001,0.28405191145281883,0.0,0.0,Machines-Ensemble,0.9259973215335187,0.7831126217782971,0.8981444311364779,50,0.8,0.95,20,5000
5,3,5,0.13913999999999999,0.06933963080374744,4.2055,1.2714523860530524,Hybrid-Ensemble,0.871237365754393,0.9830192883632165,0.8873127766779836,50,0.8,0.95,20,5000
5,3,5,0.05682,0.034154525322422497,6.5221599999999995,0.4197019971360632,Crowd-Ensemble,0.9824311175410745,0.9869182919200424,0.9831247543491235,50,0.8,0.95,20,5000
5,3,5,1.0025,0.2591622696304383,0.0,0.0,Machines-Ensemble,0.9267328105358352,0.7742924079378989,0.8969087193827455,50,0.9,0.95,20,5000
5,3,5,0.11968000000000001,0.04492867235964134,5.123880000000001,1.1459766077891818,Hybrid-Ensemble,0.9000892961734159,0.984494787005348,0.9121822305859167,50,0.9,0.95,20,5000
5,3,5,0.09352,0.05123968774299859,5.88884,0.8283822972516975,Crowd-Ensemble,0.9258335971969667,0.9873527262590558,0.9346578173454331,50,0.9,0.95,20,5000
