Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,Nm,corr
5,3,5,0.2894,0.2600689139439776,0.15564692856194978,0.9218740352806041,0.0,0.0,Machines-Ensemble,0.9218740352806041,0.9332319495133803,0.9236579317948435,50,0.0
5,3,5,0.062,0.029213010799984312,0.034964308001639834,0.9871097894244925,3.437100000000001,0.7937185206356219,Hybrid-Ensemble,0.9871097894244925,0.9848521089271,0.9867265440022235,50,0.0
5,3,5,0.0864,0.048586417855198995,0.04457454081671088,0.972802321745957,6.1456,0.5205914328914759,Crowd-Ensemble,0.972802321745957,0.9805298706479546,0.9739821494260612,50,0.0
5,3,5,0.2952,0.1795253742511069,0.1565840197967014,0.9209029305009848,0.0,0.0,Machines-Ensemble,0.9209029305009848,0.9297828101584489,0.9223351132982792,50,0.1
5,3,5,0.06699999999999999,0.024531612258471724,0.035420994539584916,0.9819109506671723,3.3001999999999994,0.5486012759737258,Hybrid-Ensemble,0.9819109506671723,0.9842507150809583,0.9822763059387972,50,0.1
5,3,5,0.0615,0.03317604557508324,0.026229463432747714,0.9694747785313792,6.3854,0.43837294624554546,Crowd-Ensemble,0.9694747785313792,0.988244379143931,0.9724093990681952,50,0.1
5,3,5,0.592,0.2163783723018546,0.3345069284001727,0.896975776386442,0.0,0.0,Machines-Ensemble,0.896975776386442,0.8573974209392743,0.8899247240296896,50,0.2
5,3,5,0.063,0.017720045146669347,0.0267977177290808,0.9680298146420659,3.9913000000000003,0.6158699619237814,Hybrid-Ensemble,0.9680298146420659,0.9879784690875063,0.9712645265794281,50,0.2
5,3,5,0.0872,0.045705141942674235,0.04641516442841505,0.9767024302046178,6.0062,0.5229984321200208,Crowd-Ensemble,0.9767024302046178,0.9795022224683846,0.9770985102810765,50,0.2
5,3,5,0.6527,0.11530919304201206,0.3774562462865324,0.8903312391791773,0.0,0.0,Machines-Ensemble,0.8903312391791773,0.8429494541539088,0.8820161494604379,50,0.3
5,3,5,0.0945,0.05535928106469592,0.042725992369650294,0.9575074203307586,3.6374000000000004,0.4092471624825272,Hybrid-Ensemble,0.9575074203307586,0.9810085528599342,0.9613062862641888,50,0.3
5,3,5,0.1014,0.03987279774482849,0.04051857275393282,0.942279683828483,5.8225999999999996,0.5578392600023775,Crowd-Ensemble,0.942279683828483,0.9820833427300361,0.948169610349628,50,0.3
5,3,5,0.8741,0.09560695581389463,0.5214823945565685,0.8876461547009997,0.0,0.0,Machines-Ensemble,0.8876461547009997,0.7950258825118919,0.8706188238294097,50,0.4
5,3,5,0.10729999999999999,0.01660752841334315,0.039317697492231976,0.9310473831017838,4.2775,0.4660526257838271,Hybrid-Ensemble,0.9310473831017838,0.982005362178221,0.9391008052153659,50,0.4
5,3,5,0.09690000000000001,0.0445026965475127,0.040772724234635974,0.9496282105784403,5.8637,0.4633899114137036,Crowd-Ensemble,0.9496282105784403,0.9817096046735847,0.9546169038239887,50,0.4
5,3,5,1.0906,0.10268028048267105,0.6625696263287939,0.8797147518507915,0.0,0.0,Machines-Ensemble,0.8797147518507915,0.7528556352081941,0.855518868553626,50,0.5
5,3,5,0.1145,0.030229952034364856,0.04796420381416907,0.9396361724626685,5.0954999999999995,0.6597589332475916,Hybrid-Ensemble,0.9396361724626685,0.9788829951524862,0.9456736537800857,50,0.5
5,3,5,0.0862,0.04441801436354399,0.035929229916335924,0.9538901408483269,6.2036999999999995,0.7922903571292534,Crowd-Ensemble,0.9538901408483269,0.9841968507391183,0.958582778693505,50,0.5
5,3,5,1.1636000000000002,0.10848520636473899,0.7144087114559641,0.8969533123446409,0.0,0.0,Machines-Ensemble,0.8969533123446409,0.7408990005629608,0.8662787402823084,50,0.6
5,3,5,0.1438,0.02563513214321315,0.044248583518679385,0.8908655516060074,5.253299999999999,0.7641531325591749,Hybrid-Ensemble,0.8908655516060074,0.9788752498188161,0.9038819371974908,50,0.6
5,3,5,0.0863,0.03730696985819138,0.03706912362026158,0.9579053647645646,6.116200000000001,0.4436281776442971,Crowd-Ensemble,0.9579053647645646,0.9833922280433681,0.9618427889221227,50,0.6
5,3,5,1.2787,0.13211513917791556,0.784682932402576,0.9222140952939238,0.0,0.0,Machines-Ensemble,0.9222140952939238,0.7222482135166268,0.8810611646366879,50,0.7
5,3,5,0.1533,0.08440148102965965,0.05727962437109986,0.9091651566642728,5.482000000000001,0.7076781754441772,Hybrid-Ensemble,0.9091651566642728,0.9738336734704112,0.9182386349205254,50,0.7
5,3,5,0.1026,0.03058496362593881,0.04764500438128635,0.9603870569743211,6.0641,0.5654358407458797,Crowd-Ensemble,0.9603870569743211,0.9780121752671962,0.9630338091932711,50,0.7
