Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,f_beta,tests_num,corr
5,3,5,0.18656666666666666,0.14329542521967994,0.09305767267124719,0.9397114569487398,0.0,0.0,Machines-Ensemble,0.9397114569487398,0.9569139570201183,0.9425102785903384,50,0.0
5,3,5,0.054099999999999995,0.026083647495445623,0.02979087333708435,0.9891767623864225,3.4451666666666667,0.468439614275119,Hybrid-Ensemble,0.9891767623864225,0.9864614134227981,0.9887149077985934,50,0.0
5,3,5,0.07623333333333335,0.03642497616867977,0.03754242621197341,0.975099534241297,6.861833333333332,0.48206832733775634,Crowd-Ensemble,0.975099534241297,0.9827300881125124,0.9762566068557968,50,0.0
5,3,5,0.26030000000000003,0.1820032325720251,0.13711684495463297,0.9312680822725669,0.0,0.0,Machines-Ensemble,0.9312680822725669,0.9383998665989193,0.9323779429393608,50,0.1
5,3,5,0.057783333333333325,0.024280370443815077,0.030823966288767192,0.9859157559436743,3.5385999999999997,0.5350176694901456,Hybrid-Ensemble,0.9859157559436743,0.9860420662753817,0.9859216861452651,50,0.1
5,3,5,0.07476666666666666,0.03623873004887941,0.03670923119847563,0.9751212032584068,6.785349999999999,0.501938303811667,Crowd-Ensemble,0.9751212032584068,0.9831719042836113,0.9763595410829605,50,0.1
5,3,5,0.3380444444444444,0.2067237507781882,0.18354123495003064,0.9238590583829918,0.0,0.0,Machines-Ensemble,0.9238590583829918,0.9188932469842448,0.9228861733859083,50,0.2
5,3,5,0.06041111111111112,0.02325266744289516,0.030279837811585796,0.9806950931960952,3.6474555555555557,0.5559899311860305,Hybrid-Ensemble,0.9806950931960952,0.9862672673126371,0.9815945616018187,50,0.2
5,3,5,0.07226666666666667,0.03676103009075417,0.03543756748371897,0.9757483009066029,6.828511111111111,0.5160681316872898,Crowd-Ensemble,0.9757483009066029,0.9837927833074045,0.97699727350629,50,0.2
5,3,5,0.4318166666666666,0.252255821978844,0.24108244653282945,0.917015749687178,0.0,0.0,Machines-Ensemble,0.917015749687178,0.8964070189971146,0.9132474594743624,50,0.3
5,3,5,0.06755833333333333,0.026031966193295675,0.03221992248849988,0.9746572556429125,3.776725,0.5742988908588164,Hybrid-Ensemble,0.9746572556429125,0.9853092036580902,0.9763804796990787,50,0.3
5,3,5,0.072925,0.036663824700468264,0.03607944047350943,0.9758703624109053,6.79975,0.5077848174505942,Crowd-Ensemble,0.9758703624109053,0.9836164600552887,0.9770695341438175,50,0.3
5,3,5,0.5203133333333333,0.29143880173298053,0.2961877305022894,0.912237650097796,0.0,0.0,Machines-Ensemble,0.912237650097796,0.8759838590855463,0.9055692664758402,50,0.4
5,3,5,0.07432666666666667,0.02901091671920915,0.032964350985922014,0.9663341947877457,3.8951800000000003,0.5906126883161248,Hybrid-Ensemble,0.9663341947877457,0.9849014829093612,0.9692948592394581,50,0.4
5,3,5,0.07235333333333333,0.03505883372592737,0.036192131018182465,0.976721846532917,6.80014,0.5001140807189229,Crowd-Ensemble,0.976721846532917,0.9836338308831042,0.9777907576646785,50,0.4
5,3,5,0.6120055555555555,0.33811251410049586,0.3538554729756067,0.9088681589829091,0.0,0.0,Machines-Ensemble,0.9088681589829091,0.8559369421236621,0.8989472898359957,50,0.5
5,3,5,0.08335555555555556,0.03473912655177512,0.03399126602366075,0.9556465716269893,4.038333333333333,0.6478009467935862,Hybrid-Ensemble,0.9556465716269893,0.9842290913186005,0.960129560419533,50,0.5
5,3,5,0.07141666666666667,0.03472781066138972,0.035891255355782095,0.9773557879429078,6.816483333333334,0.49666341693567717,Crowd-Ensemble,0.9773557879429078,0.9837806623562525,0.9783522618525866,50,0.5
5,3,5,0.6933714285714286,0.37294803052085923,0.40580703761121273,0.907130335767202,0.0,0.0,Machines-Ensemble,0.907130335767202,0.8388543284541816,0.8941138940053825,50,0.6
5,3,5,0.09130952380952381,0.04040915036358196,0.03399375273096775,0.9442378450325749,4.2111238095238095,0.7657132460310402,Hybrid-Ensemble,0.9442378450325749,0.9840145904825863,0.9503557458871115,50,0.6
5,3,5,0.0716952380952381,0.03432009651710366,0.03577228678224868,0.9766517745548453,6.812799999999999,0.4949679431659234,Crowd-Ensemble,0.9766517745548453,0.9838310027957754,0.977765552260101,50,0.6
5,3,5,0.7646000000000001,0.3973505568135019,0.4530989808006911,0.908026944759208,0.0,0.0,Machines-Ensemble,0.908026944759208,0.8245953078686209,0.8918476980729205,50,0.7
5,3,5,0.09977916666666668,0.04621738921631362,0.0351331064003579,0.9344626684734034,4.398604166666667,0.8869754773851636,Hybrid-Ensemble,0.9344626684734034,0.9833318972811611,0.9418868242035465,50,0.7
5,3,5,0.07200833333333335,0.03405167539523162,0.035861561143925004,0.9762878864942677,6.801633333333333,0.49500040291790565,Crowd-Ensemble,0.9762878864942677,0.9838210290091142,0.9774593067323365,50,0.7
5,3,5,0.8263333333333334,0.41440180001039073,0.4934997822657096,0.909408940147385,0.0,0.0,Machines-Ensemble,0.909408940147385,0.8124627874541032,0.8903408421750728,50,0.8
5,3,5,0.11015555555555558,0.05405160314430217,0.038324425703470374,0.9265235982209369,4.555285185185185,0.9675986791302452,Hybrid-Ensemble,0.9265235982209369,0.9816570408512513,0.9348276300089601,50,0.8
5,3,5,0.07092222222222222,0.03422135821420142,0.03547499091164454,0.976931394934213,6.805425925925926,0.4883952483256831,Crowd-Ensemble,0.976931394934213,0.9840265301743597,0.9780332893862391,50,0.8
