Nt,J,lr,loss_mean,loss_std,syn_votes_prop,price_mean,recall,precision,f_beta,f_beta_std,alg
1,3,5,0.384,0.00711805216802,0.09,9.45,0.901176470588,0.927355362863,0.905427329087,0.00714769177252,Baseline
1,3,5,0.455666666667,0.00715697018453,0.09,5.61435,0.87568627451,0.914033423668,0.881843250957,0.00724181249586,M-runs
1,3,5,0.432,0.0137598449604,0.305557552484,8.8732,0.903529411765,0.916445179528,0.905623100953,0.0137838270292,SM-runs
1,5,5,0.322333333333,0.0138283123418,0.270666666667,15.75,0.914901960784,0.939572255525,0.918888303794,0.0138477435098,Baseline
1,5,5,0.282666666667,0.0211239726903,0.270666666667,9.296,0.906666666667,0.949861625381,0.913543915052,0.016017192526,M-runs
1,5,5,0.494333333333,0.0947165361604,0.321593187234,11.2301,0.657647058824,0.930801204204,0.68954912982,0.102609121511,SM-runs
1,10,5,0.193666666667,0.0155955834204,0.538333333333,31.5,0.94862745098,0.964116518314,0.951128808645,0.0155069195222,Baseline
1,10,5,0.186666666667,0.028323527715,0.538333333333,18.403,0.933333333333,0.968294396252,0.938933406262,0.0153254169887,M-runs
1,10,5,0.432333333333,0.0190933379888,0.400061342374,14.2065,0.661960784314,0.950998275107,0.69723442463,0.0154414226361,SM-runs
2,3,5,0.472,0.0144683562761,0.18,9.9,0.913333333333,0.906919815774,0.912244694227,0.0091810391895,Baseline
2,3,5,0.456,0.0207525098884,0.18,5.8553,0.887058823529,0.912849695938,0.891236011998,0.0091351214148,M-runs
2,3,5,0.415666666667,0.0241775837411,0.310105326185,7.93246666667,0.87568627451,0.923110724822,0.883195141754,0.016348228159,SM-runs
2,5,5,0.223666666667,0.0149406232207,0.393333333333,16.5,0.913333333333,0.962781696495,0.921176533142,0.0150188621942,Baseline
2,5,5,0.207666666667,0.0196100881068,0.393333333333,9.63783333333,0.932156862745,0.96349761379,0.937165535796,0.0195826465524,M-runs
2,5,5,0.224,0.020591260282,0.310736828935,10.5251666667,0.897254901961,0.965464431522,0.907884172205,0.0152943793985,SM-runs
2,10,5,0.0776666666667,0.0218606699094,0.669333333333,33.0,0.90862745098,1.0,0.922582442434,0.0221151149841,Baseline
2,10,5,0.132333333333,0.0213983384609,0.669333333333,19.195,0.903137254902,0.987131036158,0.916038324376,0.0217147641537,M-runs
2,10,5,0.185666666667,0.0949274576833,0.452814429137,17.0654,0.822745098039,0.990233788566,0.844358833986,0.109010528703,SM-runs
3,3,5,0.256333333333,0.0210528435662,0.405555555556,10.35,0.874901960784,0.961194988525,0.888106160896,0.0214074469494,Baseline
3,3,5,0.259333333333,0.0299925916779,0.405555555556,6.11915,0.853725490196,0.964180904765,0.870169971388,0.0284057445739,M-runs
3,3,5,0.209666666667,0.0345912641509,0.413823394723,7.69503333333,0.853333333333,0.97723510596,0.871397968532,0.0405014510894,SM-runs
3,5,5,0.110333333333,0.035353767676,0.613333333333,17.25,0.891764705882,0.995207915601,0.907360767434,0.0251666179897,Baseline
3,5,5,0.156666666667,0.0329983164554,0.613333333333,10.0950833333,0.876470588235,0.986608961058,0.892895805479,0.025475236532,M-runs
3,5,5,0.340666666667,0.162458883687,0.524431196221,11.6169166667,0.636470588235,0.98862592373,0.669800168318,0.190708214043,SM-runs
3,10,5,0.0586666666667,0.0174610678049,0.805333333333,34.5,0.930980392157,1.0,0.941753610346,0.0175323919057,Baseline
3,10,5,0.0656666666667,0.0183817542386,0.805333333333,20.079,0.922745098039,1.0,0.934713637274,0.0184955627144,M-runs
3,10,5,0.203,0.113817104749,0.553448390858,17.1346166667,0.761176470588,1.0,0.789736092265,0.128833820928,SM-runs
4,3,5,0.199666666667,0.0202457128521,0.535555555556,10.8,0.880784313725,0.974406622719,0.895030394527,0.0208604892533,Baseline
4,3,5,0.213,0.0263502055653,0.535555555556,6.3732,0.863137254902,0.974384898301,0.879766176051,0.0226058565252,M-runs
4,3,5,0.195333333333,0.0354714282518,0.464165238358,8.3672,0.88,0.975775991998,0.894182265811,0.045955785858,SM-runs
4,5,5,0.0843333333333,0.0360262250158,0.714,18.0,0.916470588235,0.996574159174,0.928806844299,0.0244019452725,Baseline
4,5,5,0.113333333333,0.0298142397,0.714,10.516,0.898039215686,0.993148735453,0.912476026583,0.0238557569983,M-runs
4,5,5,0.191,0.0974114982946,0.523170991496,11.6588,0.806666666667,0.992442066468,0.830401607701,0.107686753765,SM-runs
4,10,5,0.0413333333333,0.0218682926225,0.856666666667,36.0,0.95137254902,1.0,0.95905169587,0.0218197421349,Baseline
4,10,5,0.0573333333333,0.020965580258,0.856666666667,20.952,0.932549019608,1.0,0.943064273965,0.0210452636071,M-runs
4,10,5,0.129,0.0207123151772,0.584909563561,16.9732,0.848235294118,1.0,0.87015822416,0.0214111473362,SM-runs
5,3,5,0.0646666666667,0.0218682926225,0.637777777778,11.25,0.923921568627,1.0,0.935691436015,0.0220286821162,Baseline
5,3,5,0.0916666666667,0.0357848509226,0.637777777778,6.6425,0.898039215686,0.998688438438,0.913190045479,0.0314643226804,M-runs
5,3,5,0.0863333333333,0.019232495649,0.463781732044,7.66041666667,0.947450980392,0.989804365424,0.954205127887,0.0142525467367,SM-runs
5,5,5,0.0376666666667,0.015638272141,0.782666666667,18.75,0.95568627451,1.0,0.962748969463,0.0155901399099,Baseline
5,5,5,0.0566666666667,0.0171917292776,0.782666666667,10.9708333333,0.933333333333,1.0,0.943761515258,0.0172230753729,M-runs
5,5,5,0.176666666667,0.102023962327,0.547118429257,10.9275,0.792156862745,1.0,0.818381710309,0.106198217426,SM-runs
5,10,5,0.018,0.0124899959968,0.891333333333,37.5,0.978823529412,1.0,0.982260107276,0.0123407275307,Baseline
5,10,5,0.0303333333333,0.0137800177391,0.891333333333,21.8666666667,0.96431372549,1.0,0.970046292023,0.0136900973027,M-runs
5,10,5,0.0766666666667,0.0808840047365,0.618515300193,17.1925,0.909803921569,1.0,0.922341069839,0.0837455768951,SM-runs
